ID,Department,Region,Education,Gender,Recruitment_Channel,Age,Number_of_Previous_Companies,Years_of_Service
9117,Procurement,17,Master's & above,Female,Sourcing,38,1,4
8454,Sales & Marketing,15,Bachelor's,Male,Other,34,1,10
3216,Procurement,7,Bachelor's,Female,Other,35,1,8
6066,Procurement,7,Master's & above,Female,Sourcing,35,1,6
93,Sales & Marketing,13,Bachelor's,Male,Other,43,1,5
2786,Sales & Marketing,28,Master's & above,Female,Sourcing,37,1,7
8540,Procurement,22,Bachelor's,Male,Referred,27,2,1
4518,HR,3,Bachelor's,Male,Sourcing,27,1,2
5379,Sales & Marketing,22,,Female,Other,27,1,3
4679,Operations,13,Master's & above,Male,Sourcing,40,1,7
9424,Procurement,26,Bachelor's,Male,Sourcing,42,1,3
3677,Finance,2,Bachelor's,Male,Other,37,1,9
1706,Sales & Marketing,17,Bachelor's,Male,Other,27,1,1
2957,Technology,2,Master's & above,Male,Sourcing,48,1,18
3766,Procurement,22,Bachelor's,Female,Other,30,1,7
6762,Procurement,10,Master's & above,Male,Sourcing,39,1,7
5733,Sales & Marketing,11,Bachelor's,Male,Other,28,1,4
8821,Sales & Marketing,2,Bachelor's,Male,Other,60,1,32
1203,Sales & Marketing,7,Bachelor's,Male,Sourcing,52,1,4
2682,Operations,31,Bachelor's,Male,Other,31,1,5
6693,Operations,12,Bachelor's,Female,Other,33,1,6
7041,Operations,27,Bachelor's,Male,Other,27,1,4
8568,Sales & Marketing,15,Bachelor's,Male,Sourcing,31,1,5
5241,Technology,27,Bachelor's,Female,Other,26,1,3
1967,Operations,19,Bachelor's,Female,Other,41,1,10
8211,Sales & Marketing,22,,Male,Sourcing,28,1,3
8458,Procurement,2,Bachelor's,Male,Other,27,1,2
5327,Sales & Marketing,2,Bachelor's,Male,Sourcing,29,1,5
9221,Procurement,14,Bachelor's,Male,Sourcing,30,1,6
9203,Operations,13,Master's & above,Male,Other,55,1,13
1118,Procurement,2,Master's & above,Female,Other,48,2,11
4280,Operations,10,Bachelor's,Male,Sourcing,31,1,2
5492,Operations,29,Bachelor's,Female,Sourcing,32,1,5
8347,Sales & Marketing,1,Master's & above,Female,Other,37,1,3
1341,Technology,2,Master's & above,Male,Other,57,1,13
2004,Operations,13,Master's & above,Male,Other,39,1,4
9382,Analytics,19,Bachelor's,Male,Other,35,2,10
5765,Operations,15,Bachelor's,Male,Sourcing,33,1,5
2265,Operations,2,Bachelor's,Female,Other,33,1,7
5174,Sales & Marketing,2,Bachelor's,Female,Other,22,2,2
1357,Sales & Marketing,2,Master's & above,Female,Sourcing,33,3,4
8270,Technology,7,Bachelor's,Male,Other,40,1,7
2955,Sales & Marketing,1,Master's & above,Male,Sourcing,42,1,9
6077,Sales & Marketing,10,Bachelor's,Male,Other,51,1,12
5689,Sales & Marketing,13,Bachelor's,Male,Other,44,1,12
2244,Technology,5,Bachelor's,Male,Sourcing,37,1,9
8099,Procurement,19,Bachelor's,Male,Sourcing,32,1,6
9647,Operations,23,Master's & above,Male,Sourcing,34,1,2
342,Operations,26,Master's & above,Female,Sourcing,42,1,3
1470,Sales & Marketing,34,Bachelor's,Male,Sourcing,29,1,4
6069,Sales & Marketing,2,Bachelor's,Male,Sourcing,35,2,12
3539,Technology,27,Bachelor's,Male,Other,27,More than 3,1
2210,Sales & Marketing,31,Bachelor's,Female,Sourcing,25,1,1
5381,Legal,22,Master's & above,Male,Other,36,1,5
363,Sales & Marketing,31,Bachelor's,Male,Sourcing,31,1,7
3251,Technology,26,Bachelor's,Male,Other,30,2,2
1306,Technology,2,Below Secondary,Male,Other,25,1,2
9315,Sales & Marketing,23,Bachelor's,Male,Other,38,1,3
5770,Technology,6,Bachelor's,Female,Sourcing,30,1,6
3597,Analytics,15,Bachelor's,Male,Sourcing,35,1,8
4264,Sales & Marketing,4,Master's & above,Male,Other,52,1,7
4277,Procurement,23,Master's & above,Male,Other,33,1,6
5338,Sales & Marketing,2,Master's & above,Male,Other,34,2,7
8908,Technology,2,Master's & above,Male,Other,38,2,8
7288,Operations,2,Bachelor's,Male,Other,53,1,11
4743,Procurement,10,Master's & above,Female,Other,31,1,3
4377,Technology,15,Bachelor's,Female,Other,42,1,12
8388,Operations,22,Bachelor's,Female,Sourcing,25,2,2
8686,Technology,15,Bachelor's,Male,Other,27,1,6
6487,Procurement,21,Bachelor's,Male,Other,30,1,6
7227,Sales & Marketing,22,,Male,Sourcing,26,1,2
3936,Operations,6,Bachelor's,Male,Sourcing,28,1,1
9742,Analytics,12,Bachelor's,Male,Other,29,1,2
9569,R&D,15,Bachelor's,Male,Sourcing,30,1,1
8246,Operations,27,Master's & above,Female,Sourcing,340,1,7
8837,Procurement,7,Bachelor's,Male,Other,37,More than 3,2
6205,Procurement,7,Master's & above,Male,Sourcing,41,2,11
8550,Sales & Marketing,16,Bachelor's,Female,Other,30,1,6
8566,Operations,15,Bachelor's,Male,Sourcing,32,1,5
7894,Operations,2,,Female,Other,31,1,7
2540,Sales & Marketing,7,Master's & above,Male,Other,45,1,16
6836,Technology,2,Bachelor's,Male,Other,29,2,1
8322,Sales & Marketing,28,Master's & above,Male,Sourcing,34,1,4
1980,Technology,7,Master's & above,Female,Sourcing,37,More than 3,6
4479,Sales & Marketing,22,Master's & above,Male,Other,34,1,8
6486,Operations,11,Master's & above,Male,Other,36,1,3
9848,Operations,2,Master's & above,Female,Other,39,1,11
715,Procurement,7,Bachelor's,Male,Other,29,1,1
8469,Analytics,15,,Male,Other,35,1,4
5127,Operations,15,Master's & above,Female,Sourcing,44,1,5
8660,Operations,16,Bachelor's,Female,Sourcing,35,1,7
222,Operations,26,Bachelor's,Male,Sourcing,29,1,2
648,Procurement,2,Bachelor's,Male,Other,33,1,6
9232,Procurement,2,Bachelor's,Female,Other,38,1,9
7115,Operations,8,Bachelor's,Male,Other,29,1,6
1528,Finance,2,Bachelor's,Male,Other,28,1,2
5388,Legal,26,Below Secondary,Male,Other,26,1,2
360,Technology,2,Master's & above,Male,Other,41,2,12
6177,Sales & Marketing,2,Bachelor's,Male,Sourcing,26,1,3
9799,Operations,29,Master's & above,Male,Other,36,1,6
1344,Technology,7,Master's & above,Male,Other,41,1,11
7213,Procurement,26,Bachelor's,Female,Other,25,1,1
2424,Operations,13,Bachelor's,Male,Sourcing,47,3,4
1946,Technology,16,Bachelor's,Female,Sourcing,39,1,8
6272,Operations,2,Bachelor's,Male,Sourcing,37,1,5
8740,Finance,2,Bachelor's,Male,Sourcing,35,1,5
1414,Sales & Marketing,28,Bachelor's,Male,Sourcing,28,3,7
4763,Legal,2,Bachelor's,Male,Other,28,1,1
8450,Operations,8,Master's & above,Male,Sourcing,30,1,5
3496,Operations,26,Bachelor's,Female,Other,35,1,7
993,Sales & Marketing,27,Bachelor's,Male,Other,29,3,1
1956,Procurement,2,Bachelor's,Male,Sourcing,59,3,19
4081,Sales & Marketing,2,Bachelor's,Male,Sourcing,39,2,4
5563,Sales & Marketing,32,Bachelor's,Female,Other,28,1,4
1498,Sales & Marketing,15,Bachelor's,Male,Sourcing,45,1,6
6136,Procurement,2,Bachelor's,Female,Other,35,1,3
1765,Technology,4,Master's & above,Male,Sourcing,36,2,7
4792,Sales & Marketing,25,Bachelor's,Male,Other,36,1,5
9614,HR,4,Bachelor's,Male,Other,29,1,2
3775,Operations,7,Bachelor's,Female,Sourcing,37,1,4
4930,Sales & Marketing,22,Bachelor's,Male,Sourcing,40,1,4
809,HR,31,Master's & above,Female,Sourcing,34,1,7
3202,Technology,2,Master's & above,Male,Sourcing,44,2,13
5987,Sales & Marketing,2,Master's & above,Male,Sourcing,43,1,16
7188,Sales & Marketing,15,Bachelor's,Male,Sourcing,32,1,9
1169,Analytics,22,Bachelor's,Male,Other,32,1,6
1537,Sales & Marketing,16,Bachelor's,Male,Sourcing,38,1,7
7528,Procurement,31,Bachelor's,Female,Other,39,1,4
8964,Technology,1,Master's & above,Male,Sourcing,32,1,7
9452,Technology,2,Master's & above,Female,Other,40,3,10
8098,Finance,6,Bachelor's,Female,Sourcing,28,1,1
9528,HR,31,Master's & above,Male,Other,32,1,5
6896,Operations,7,Bachelor's,Male,Sourcing,29,1,6
6511,Analytics,7,Bachelor's,Male,Sourcing,40,1,7
2896,Technology,27,Bachelor's,Male,Other,39,1,10
3260,Sales & Marketing,20,Bachelor's,Male,Sourcing,26,2,2
8382,Procurement,13,Master's & above,Female,Other,34,1,8
1975,Technology,20,Bachelor's,Female,Sourcing,30,2,5
7183,Analytics,26,Bachelor's,Male,Other,27,1,4
8473,Technology,30,Bachelor's,Female,Sourcing,30,1,3
2391,Analytics,26,Bachelor's,Male,Other,37,1,3
5236,Sales & Marketing,28,Bachelor's,Male,Other,31,2,6
6913,Analytics,2,,Male,Sourcing,26,1,2
6946,Sales & Marketing,2,Bachelor's,Male,Other,47,1,19
2810,Sales & Marketing,28,,Male,Other,35,1,3
3566,Operations,2,Bachelor's,Male,Other,25,1,2
8034,Sales & Marketing,2,Master's & above,Male,Other,34,More than 3,6
1820,Sales & Marketing,15,,Male,Other,40,1,10
1666,Sales & Marketing,2,Bachelor's,Male,Other,45,1,8
7077,HR,10,Bachelor's,Male,Other,29,1,8
8144,Procurement,2,Bachelor's,Female,Other,57,1,25
5191,Technology,13,Bachelor's,Male,Other,31,1,4
8942,Sales & Marketing,28,Master's & above,Male,Sourcing,45,1,9
4623,Analytics,22,Master's & above,Male,Other,38,2,7
6525,Analytics,21,Bachelor's,Male,Sourcing,30,1,4
5033,Sales & Marketing,2,Bachelor's,Male,Sourcing,52,1,10
2767,Sales & Marketing,29,Master's & above,Male,Sourcing,38,1,6
634,Finance,22,Bachelor's,Male,Sourcing,26,1,2
683,Technology,26,Bachelor's,Female,Sourcing,26,1,1
3860,Operations,20,Master's & above,Male,Other,36,1,8
8471,Finance,7,Bachelor's,Male,Sourcing,30,1,4
7703,Finance,2,Bachelor's,Male,Other,32,1,6
8521,Operations,24,Bachelor's,Female,Sourcing,32,1,7
7016,Operations,22,Bachelor's,Male,Sourcing,33,1,4
9312,Operations,31,Master's & above,Male,Other,34,2,7
8959,Sales & Marketing,29,Master's & above,Female,Sourcing,36,1,10
767,Sales & Marketing,20,Master's & above,Male,Other,39,1,8
3590,Sales & Marketing,15,Master's & above,Male,Other,39,1,3
2517,Operations,4,Master's & above,Male,Other,40,1,5
7508,Sales & Marketing,2,Bachelor's,Male,Sourcing,26,2,1
1771,Sales & Marketing,2,Bachelor's,Male,Other,53,1,3
5354,Operations,22,Bachelor's,Male,Other,44,1,7
6732,Analytics,22,Bachelor's,Male,Sourcing,28,1,5
9603,Analytics,25,Master's & above,Male,Other,35,1,9
6317,Procurement,11,Bachelor's,Female,Other,32,1,4
9078,Operations,22,Master's & above,Male,Other,40,1,3
9217,Finance,28,Master's & above,Female,Other,32,1,2
8433,Technology,19,Bachelor's,Male,Other,35,1,9
9853,Technology,2,Master's & above,Female,Sourcing,49,1,14
7387,Sales & Marketing,22,Master's & above,Female,Sourcing,29,1,6
773,Analytics,22,Bachelor's,Male,Sourcing,30,3,2
2044,Sales & Marketing,28,Bachelor's,Male,Other,37,1,7
9291,Analytics,15,Bachelor's,Male,Other,36,1,4
179,Technology,14,Bachelor's,Male,Other,48,1,11
7148,HR,23,Master's & above,Male,Sourcing,35,1,6
760,Sales & Marketing,2,Bachelor's,Female,Referred,31,1,2
3720,Procurement,22,Bachelor's,Male,Sourcing,27,1,1
5219,Procurement,26,Bachelor's,Male,Other,38,1,2
3969,Sales & Marketing,11,Master's & above,Male,Other,55,1,8
4419,Operations,29,Bachelor's,Male,Sourcing,30,1,5
9444,Sales & Marketing,16,Bachelor's,Female,Other,31,1,7
9796,Operations,22,Below Secondary,Male,Other,26,3,4
588,Finance,30,Bachelor's,Male,Sourcing,29,1,8
6830,Sales & Marketing,23,Master's & above,Male,Sourcing,37,1,8
5796,Sales & Marketing,22,Bachelor's,Male,Other,27,3,3
6210,Legal,16,Bachelor's,Female,Sourcing,28,3,5
8677,Operations,29,Bachelor's,Male,Sourcing,37,1,7
1991,Finance,22,Bachelor's,Male,Other,27,1,5
5466,Sales & Marketing,12,Bachelor's,Male,Sourcing,33,1,8
6356,Procurement,20,Bachelor's,Male,Sourcing,29,1,3
7964,Sales & Marketing,7,Master's & above,Male,Other,54,1,28
523,Sales & Marketing,11,Bachelor's,Male,Other,23,1,1
6621,Sales & Marketing,10,Master's & above,Male,Sourcing,38,1,7
2121,Technology,6,Bachelor's,Male,Other,40,1,5
4102,Sales & Marketing,22,Bachelor's,Male,Sourcing,28,More than 3,6
6361,HR,25,Master's & above,Male,Other,35,1,5
9624,Technology,7,Master's & above,Male,Other,40,1,11
1486,Procurement,7,Master's & above,Male,Other,39,1,4
2513,Finance,22,Bachelor's,Male,Sourcing,31,1,5
5950,Operations,2,Bachelor's,Male,Sourcing,52,1,15
6818,Operations,31,Bachelor's,Male,Other,30,1,5
8435,Analytics,22,Bachelor's,Female,Sourcing,27,2,1
2649,Sales & Marketing,16,Bachelor's,Female,Sourcing,38,1,6
7389,Analytics,8,Bachelor's,Male,Sourcing,27,1,5
91,HR,22,Bachelor's,Female,Other,24,1,3
3153,Sales & Marketing,26,Bachelor's,Male,Other,39,1,9
4091,Sales & Marketing,31,Master's & above,Female,Sourcing,33,1,7
6629,Sales & Marketing,6,Master's & above,Male,Other,36,1,4
8620,Operations,22,Bachelor's,Female,Sourcing,24,3,1
439,Sales & Marketing,28,Bachelor's,Female,Other,30,1,2
702,Analytics,22,,Male,Sourcing,27,2,1
7407,Sales & Marketing,6,Bachelor's,Male,Sourcing,48,1,3
4595,Legal,31,Bachelor's,Male,Sourcing,33,1,7
8734,Procurement,2,Master's & above,Male,Other,57,2,23
9096,Sales & Marketing,5,Bachelor's,Male,Sourcing,29,1,2
6073,Procurement,17,Bachelor's,Female,Other,26,1,4
8317,Operations,22,Bachelor's,Male,Sourcing,25,1,4
5001,Sales & Marketing,25,Bachelor's,Male,Sourcing,38,1,3
1605,Sales & Marketing,13,Master's & above,Male,Sourcing,31,1,5
9239,Technology,7,Bachelor's,Female,Other,28,2,1
9885,Analytics,6,Bachelor's,Male,Sourcing,28,1,4
7501,HR,22,Master's & above,Male,Other,32,1,5
990,Operations,19,Bachelor's,Male,Other,38,2,10
2270,R&D,22,Master's & above,Male,Sourcing,29,1,4
3142,Legal,22,Bachelor's,Male,Sourcing,27,1,1
5817,Sales & Marketing,31,Bachelor's,Male,Other,30,2,5
2777,Analytics,6,Bachelor's,Male,Other,27,1,2
3883,Operations,24,Bachelor's,Female,Sourcing,31,1,5
4080,Analytics,15,Bachelor's,Male,Other,27,1,3
1101,Technology,11,Bachelor's,Male,Sourcing,32,1,6
1369,Analytics,7,Master's & above,Male,Other,37,1,9
2454,Sales & Marketing,7,Bachelor's,Male,Sourcing,44,1,5
2698,Sales & Marketing,4,Bachelor's,Male,Other,32,1,4
5410,Technology,11,Bachelor's,Male,Other,27,1,1
248,Operations,22,Bachelor's,Male,Other,32,1,5
6513,Sales & Marketing,10,Bachelor's,Male,Sourcing,31,1,4
7507,Sales & Marketing,23,Bachelor's,Male,Other,39,1,7
8682,Operations,23,,Male,Sourcing,29,1,3
7405,Sales & Marketing,2,,Female,Sourcing,29,1,4
7635,Procurement,22,Master's & above,Male,Sourcing,36,1,9
2132,Sales & Marketing,31,,Male,Sourcing,32,1,7
7161,Technology,2,Bachelor's,Female,Sourcing,36,1,8
5504,Sales & Marketing,23,Bachelor's,Female,Sourcing,31,1,5
1373,Procurement,2,Master's & above,Female,Referred,39,1,3
6682,Operations,30,Master's & above,Male,Other,38,1,10
1741,Technology,21,Bachelor's,Female,Other,30,1,4
1929,Sales & Marketing,2,Bachelor's,Male,Referred,29,1,3
9089,Finance,16,Bachelor's,Male,Other,31,1,2
1558,Technology,7,Bachelor's,Male,Sourcing,44,1,7
6962,Analytics,2,Bachelor's,Male,Sourcing,36,2,4
7745,Operations,15,Bachelor's,Female,Other,37,1,8
7302,HR,14,Bachelor's,Male,Other,25,1,3
8958,Sales & Marketing,18,Bachelor's,Male,Sourcing,28,1,1
4659,Operations,11,Master's & above,Male,Other,41,1,3
3924,Operations,23,Bachelor's,Male,Other,29,1,1
2131,Sales & Marketing,7,Master's & above,Male,Other,44,1,6
1274,Sales & Marketing,25,Bachelor's,Male,Sourcing,26,1,4
8412,Operations,27,Bachelor's,Female,Other,26,2,2
3806,Technology,33,Bachelor's,Female,Sourcing,30,1,5
8996,Procurement,13,Bachelor's,Male,Sourcing,46,1,16
2450,Finance,2,Bachelor's,Male,Other,32,1,4
5202,Sales & Marketing,13,Master's & above,Male,Other,45,1,15
790,Sales & Marketing,11,Bachelor's,Male,Other,27,1,2
2083,Sales & Marketing,2,Master's & above,Female,Other,50,2,19
2082,Operations,4,Master's & above,Female,Other,45,1,18
7735,Technology,13,Bachelor's,Male,Sourcing,24,1,1
6113,Analytics,7,Bachelor's,Male,Sourcing,33,1,4
9265,Finance,27,Bachelor's,Female,Other,28,1,2
1339,Sales & Marketing,13,Bachelor's,Male,Other,33,1,2
8123,Procurement,22,Bachelor's,Male,Other,31,1,4
3045,Sales & Marketing,2,,Male,Other,52,1,23
6844,Operations,2,Bachelor's,Female,Sourcing,38,1,2
2969,Technology,6,Bachelor's,Male,Sourcing,30,1,5
4015,Sales & Marketing,28,Master's & above,Male,Sourcing,39,1,7
5184,HR,22,Bachelor's,Male,Sourcing,28,1,3
6228,Operations,2,Master's & above,Male,Sourcing,32,1,6
6571,Sales & Marketing,2,Bachelor's,Male,Sourcing,37,1,4
9472,Sales & Marketing,2,Bachelor's,Male,Sourcing,49,1,10
2455,Analytics,23,Master's & above,Male,Other,40,1,6
612,Procurement,16,Bachelor's,Male,Sourcing,30,1,1
6608,Analytics,31,Bachelor's,Female,Other,30,1,1
3439,Technology,23,Bachelor's,Male,Other,31,More than 3,5
544,Sales & Marketing,4,Bachelor's,Female,Sourcing,35,1,6
2895,Operations,21,Bachelor's,Female,Sourcing,34,1,5
6256,Sales & Marketing,13,Master's & above,Male,Sourcing,41,1,9
6559,Operations,19,Bachelor's,Male,Sourcing,39,1,10
5482,Operations,13,Bachelor's,Female,Sourcing,33,1,6
9121,Sales & Marketing,2,,Male,Other,23,1,1
3961,Sales & Marketing,15,Master's & above,Male,Other,43,1,5
8440,HR,7,Master's & above,Female,Other,36,1,7
7727,Finance,2,,Male,Other,27,1,5
2564,Operations,7,Master's & above,Female,Other,51,1,9
5418,Operations,2,Master's & above,Female,Sourcing,42,1,12
4551,Sales & Marketing,25,Bachelor's,Male,Other,33,1,7
3042,Operations,31,Bachelor's,Female,Other,25,1,2
3131,Technology,7,Master's & above,Male,Sourcing,47,1,14
2722,R&D,22,Bachelor's,Male,Other,25,1,1
1684,R&D,13,Master's & above,Male,Other,38,1,2
3210,Analytics,2,Bachelor's,Male,Other,56,1,14
5998,Operations,13,Bachelor's,Male,Sourcing,38,1,8
169,Operations,10,Bachelor's,Female,Sourcing,33,2,7
5183,Procurement,22,Bachelor's,Male,Sourcing,33,1,2
9331,Procurement,15,Bachelor's,Female,Other,38,1,9
8346,Procurement,7,Bachelor's,Male,Other,31,1,6
2100,Sales & Marketing,16,Bachelor's,Male,Other,24,1,3
2584,Sales & Marketing,22,Master's & above,Male,Other,31,1,4
6919,Sales & Marketing,14,Bachelor's,Male,Other,28,1,2
8008,Operations,2,Bachelor's,Female,Other,36,3,5
776,Sales & Marketing,2,Bachelor's,Female,Other,32,1,9
5893,Technology,16,Bachelor's,Male,Other,42,1,14
3399,Operations,16,Master's & above,Male,Other,38,1,2
2762,Sales & Marketing,2,Bachelor's,Male,Sourcing,31,2,3
6226,Technology,23,Master's & above,Female,Other,35,3,3
7759,Sales & Marketing,27,Bachelor's,Male,Sourcing,34,1,7
8027,Technology,7,Master's & above,Female,Other,42,2,12
5337,Sales & Marketing,22,Bachelor's,Female,Sourcing,34,1,7
8765,Technology,7,Bachelor's,Male,Sourcing,33,1,5
7643,Operations,2,Master's & above,Female,Other,47,1,18
9552,Procurement,27,Master's & above,Male,Other,43,1,4
7083,Sales & Marketing,10,Master's & above,Female,Other,36,1,4
531,Operations,8,Master's & above,Female,Other,40,1,4
2089,Procurement,2,Bachelor's,Male,Other,45,1,4
8637,Procurement,15,Bachelor's,Male,Sourcing,40,1,7
1262,Analytics,27,Bachelor's,Male,Sourcing,29,1,2
1384,Sales & Marketing,11,Bachelor's,Male,Other,32,1,9
7774,Operations,22,Master's & above,Male,Other,36,1,9
3692,Sales & Marketing,16,Master's & above,Male,Sourcing,48,1,3
2452,Operations,17,Bachelor's,Female,Other,32,1,3
7902,Sales & Marketing,2,Master's & above,Female,Sourcing,34,1,10
7709,Procurement,22,Bachelor's,Female,Other,27,2,5
3959,Sales & Marketing,2,Bachelor's,Male,Referred,31,1,2
9811,Sales & Marketing,22,Bachelor's,Female,Sourcing,26,1,1
8999,Analytics,27,Bachelor's,Male,Other,28,2,1
1620,Operations,14,Bachelor's,Male,Sourcing,48,1,3
6940,Analytics,31,Bachelor's,Male,Sourcing,39,1,11
8873,R&D,22,Master's & above,Male,Referred,28,1,1
414,Analytics,28,Master's & above,Male,Sourcing,34,2,6
3446,Sales & Marketing,30,Bachelor's,Male,Sourcing,29,1,4
4750,Operations,2,Master's & above,Female,Sourcing,39,1,8
9610,Finance,4,Bachelor's,Male,Other,25,1,3
1268,Operations,22,Bachelor's,Male,Sourcing,49,2,7
1727,Operations,2,Bachelor's,Female,Sourcing,30,1,3
7541,Sales & Marketing,1,Bachelor's,Female,Other,26,1,5
7,Sales & Marketing,27,Bachelor's,Male,Sourcing,29,1,2
4896,Procurement,17,Master's & above,Female,Other,34,1,7
7072,Sales & Marketing,9,Master's & above,Male,Sourcing,28,2,2
6879,HR,2,Master's & above,Female,Sourcing,36,1,9
7231,Technology,13,Bachelor's,Female,Other,25,1,1
8711,Technology,16,Bachelor's,Male,Sourcing,34,2,7
7247,Technology,2,Below Secondary,Female,Other,20,1,1
1625,Operations,31,Bachelor's,Male,Sourcing,28,1,3
6858,Sales & Marketing,4,Master's & above,Male,Other,37,1,9
7440,Operations,4,Master's & above,Male,Other,43,1,5
2416,Operations,22,Bachelor's,Male,Other,32,1,6
1155,Technology,13,Master's & above,Male,Sourcing,37,1,8
5641,Sales & Marketing,2,Bachelor's,Female,Sourcing,55,1,3
8619,Technology,26,Bachelor's,Female,Sourcing,31,1,1
5282,Technology,13,Bachelor's,Male,Sourcing,25,3,2
2125,Technology,26,Bachelor's,Male,Sourcing,27,3,4
7638,Sales & Marketing,19,,Male,Sourcing,33,1,8
6143,Operations,16,Below Secondary,Male,Other,24,1,2
6749,Technology,26,Bachelor's,Male,Sourcing,31,1,5
3703,Technology,2,Master's & above,Female,Other,53,2,4
1387,Technology,2,Below Secondary,Female,Referred,24,1,2
9337,Sales & Marketing,7,,Male,Other,34,1,7
80,Operations,4,Master's & above,Male,Other,48,1,20
8163,Legal,7,Bachelor's,Male,Sourcing,31,1,4
4415,Sales & Marketing,22,Bachelor's,Male,Other,28,1,6
2724,Operations,2,Master's & above,Female,Other,35,2,5
9599,Sales & Marketing,8,Master's & above,Male,Other,34,1,7
2357,Sales & Marketing,31,,Male,Other,30,1,1
4275,Sales & Marketing,26,Bachelor's,Male,Sourcing,31,1,6
4335,Finance,6,Bachelor's,Male,Other,27,1,1
6956,Analytics,26,Bachelor's,Male,Sourcing,36,1,4
9477,Sales & Marketing,7,Bachelor's,Male,Other,32,1,7
6640,Analytics,5,Bachelor's,Male,Sourcing,27,1,1
392,Analytics,2,Bachelor's,Male,Sourcing,45,1,15
402,Operations,11,Master's & above,Male,Other,36,1,10
6620,Sales & Marketing,2,Bachelor's,Male,Other,26,1,4
5321,HR,13,Bachelor's,Male,Sourcing,37,1,9
5821,Technology,12,Bachelor's,Male,Sourcing,30,1,4
7497,Sales & Marketing,5,Bachelor's,Male,Other,32,3,7
9368,Operations,10,Master's & above,Male,Other,31,1,4
6893,Sales & Marketing,13,Master's & above,Male,Other,50,1,7
9054,Legal,2,Bachelor's,Female,Other,30,1,2
2458,Operations,15,Bachelor's,Male,Other,40,1,8
9826,Operations,16,Bachelor's,Male,Sourcing,36,1,3
9963,Analytics,7,Bachelor's,Male,Other,39,1,8
9230,Technology,26,Bachelor's,Male,Other,27,1,2
9604,Operations,22,Bachelor's,Male,Other,30,1,5
61,Sales & Marketing,28,Master's & above,Male,Sourcing,34,2,6
7510,Operations,7,Bachelor's,Male,Sourcing,32,1,6
5866,Procurement,2,Below Secondary,Female,Other,24,1,1
7719,Technology,26,Bachelor's,Female,Other,27,1,2
7416,Sales & Marketing,22,Bachelor's,Female,Other,27,1,4
4007,Finance,15,Bachelor's,Male,Other,31,1,2
9160,Sales & Marketing,30,Bachelor's,Male,Other,37,1,8
9748,Sales & Marketing,26,,Male,Other,29,1,5
4106,Procurement,22,Bachelor's,Male,Other,28,2,2
6150,Operations,27,Bachelor's,Female,Other,41,1,3
5704,Procurement,2,Bachelor's,Female,Sourcing,54,1,25
640,Sales & Marketing,22,Bachelor's,Male,Other,36,1,9
557,Analytics,26,Bachelor's,Male,Other,38,1,4
4617,Sales & Marketing,7,Bachelor's,Male,Other,38,1,10
5292,Sales & Marketing,23,,Male,Other,24,1,3
2919,Operations,34,Bachelor's,Male,Other,34,1,6
2306,Analytics,4,Bachelor's,Male,Sourcing,42,1,9
1930,Sales & Marketing,6,Bachelor's,Male,Other,42,1,5
7325,Sales & Marketing,27,Bachelor's,Male,Other,29,1,8
8485,Operations,15,Bachelor's,Male,Sourcing,37,1,8
4565,Operations,7,Master's & above,Male,Other,35,1,8
4343,Technology,22,Master's & above,Female,Other,35,1,7
7033,Sales & Marketing,11,,Male,Sourcing,33,1,4
9303,HR,27,Bachelor's,Male,Other,30,1,3
9695,Sales & Marketing,28,Bachelor's,Female,Other,27,1,5
2500,Sales & Marketing,7,Master's & above,Male,Sourcing,37,1,10
6467,Sales & Marketing,6,Bachelor's,Female,Other,25,1,1
9041,Technology,2,Master's & above,Female,Sourcing,53,1,15
128,Operations,7,Master's & above,Female,Other,34,1,2
5364,Sales & Marketing,2,Bachelor's,Male,Sourcing,36,1,4
268,Procurement,22,Bachelor's,Male,Other,29,1,4
2938,Operations,13,Bachelor's,Female,Sourcing,39,1,7
1541,Sales & Marketing,13,Master's & above,Male,Other,35,1,8
614,Analytics,22,Bachelor's,Male,Other,33,2,8
5583,Sales & Marketing,30,Bachelor's,Male,Sourcing,27,1,3
1269,Sales & Marketing,19,Bachelor's,Male,Other,35,1,7
6910,Sales & Marketing,27,Bachelor's,Male,Other,30,1,3
5855,Operations,6,Bachelor's,Female,Other,49,1,10
6102,Sales & Marketing,2,Master's & above,Male,Other,35,1,3
5271,HR,13,Bachelor's,Female,Sourcing,37,1,3
9157,Sales & Marketing,28,Bachelor's,Male,Sourcing,35,1,8
842,Operations,4,Bachelor's,Male,Other,53,1,16
3877,HR,7,Master's & above,Female,Sourcing,40,1,2
4134,Procurement,30,Master's & above,Male,Sourcing,35,1,7
8102,Sales & Marketing,27,,Male,Other,26,1,2
7906,Finance,31,Bachelor's,Male,Other,28,1,2
399,Sales & Marketing,30,Bachelor's,Male,Other,26,1,1
5016,Technology,15,Bachelor's,Female,Other,30,1,3
8874,Operations,22,Bachelor's,Male,Sourcing,57,1,30
840,Procurement,22,Master's & above,Male,Other,30,1,5
2870,Operations,2,Below Secondary,Female,Other,21,2,2
6612,Analytics,7,Master's & above,Male,Sourcing,34,1,9
3669,Sales & Marketing,19,Bachelor's,Male,Other,30,1,1
6881,Procurement,27,Bachelor's,Male,Sourcing,26,1,4
8895,Technology,16,Bachelor's,Female,Other,32,1,5
4502,Procurement,7,Bachelor's,Male,Sourcing,46,2,18
