company,frequency,recency,monetary,low_hp,medium_hp,high_hp,sport_car,old_,medium_old,medium_new,new_,low_mileage,medium_low_mileage,medium_high_mileage,high_mileage,less_3k,_3k_6k_,_6k_10k_,_10k_15k_,_15k_,profit_per_car
KOURKOUMELAKIS NIKOLAOS GRIGORIOS,1,9,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,324.0
dpcprog,1,9,4,0,2,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,762.5
FUH ENPI TRADE FRACZ PAWEŁ,3,6,4,7,2,0,0,7,2,0,0,0,2,7,0,8,1,0,0,0,395.55555555555554
Bas World B.V.,1,7,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1685.0
MITTELCAR 2 S.R.L.,1,10,3,2,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,938.0
Autohandel Lucyna Waszkiewicz,2,5,3,1,2,0,0,2,1,0,0,0,0,2,1,2,1,0,0,0,268.6666666666667
ALG AUTO LOCATION,1,7,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,581.0
"Grothkopp, Inh. Lars Grothkopp",1,8,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,976.0
Best Cars Kamil Stankiewicz,1,3,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,262.0
JORGE GONÇALVES OLIVEIRA - AUTOMOVEIS UNIPESSOAL LDA,1,8,9,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,2,-5306.5
Haitcars,5,3,5,9,6,1,0,14,2,0,0,0,5,9,2,14,2,0,0,0,214.125
"Autohaus Valen GmbH, Inh. Markus Valen AM1",1,9,5,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,1157.5
"AUTO-VALOUŠEK, s.r.o.",1,9,3,0,2,0,0,1,1,0,0,0,0,2,0,1,0,1,0,0,633.0
UAB Deals on Wheels,3,10,10,0,0,0,6,0,0,0,6,6,0,0,0,0,0,0,0,6,1761.1666666666667
"Klassiker Klein, Inh. Tim Klein",3,1,7,0,6,0,0,3,1,2,1,2,0,3,1,1,2,2,0,1,-378.1666666666667
Autobedrijf Haag,1,7,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-418.0
Autohaus Sachs GmbH,1,10,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1168.0
Verhoeks Exclusief (Tesla),2,7,9,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,3,-1511.3333333333333
AUTO LINE CENTER S.R.L.,2,7,5,2,1,0,0,1,0,1,1,0,2,0,1,1,0,1,0,1,183.0
"Arthur Cars, Karapetyan, Harutiun",1,10,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,649.0
Grzegorz Jastrzębski,1,3,3,0,2,0,0,0,1,1,0,0,1,0,1,0,2,0,0,0,287.5
CW Wert GmbH & Co KG,1,8,5,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,1087.0
Osaühing Import Auto,5,9,11,0,3,15,1,0,0,8,15,10,8,1,0,0,0,0,0,19,1367.8947368421052
PAPAZOGLOU HR KAI SIA OE  SUZUKI PAPAZOGLOU,3,8,7,4,1,0,0,0,0,4,2,3,2,0,0,0,0,4,0,1,790.0
MOTOR AVILA MERAT ESPAÑA SL,3,3,9,0,5,0,0,0,0,4,3,2,3,0,0,0,0,1,1,3,1019.6
AUTO EUROPA Piotr STASIAK,3,7,5,3,4,0,0,0,6,1,0,0,5,2,0,2,5,0,0,0,683.8571428571429
FÚZIÓ CAR KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,3,7,4,5,3,0,0,5,3,0,0,0,4,4,0,7,1,0,0,0,332.625
"AUTO SALLON ""YLLI"" SH.P.K.",1,6,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,463.0
"Taxi Sophi, Inh. Heinrich Ulmer",1,7,5,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,560.0
Tomáš Králíček,2,10,3,2,1,1,0,2,2,0,0,0,1,3,0,4,0,0,0,0,508.75
"Auto Rubin Krefeld, Inh. Serdar Cerioglu",2,9,5,0,2,1,0,1,1,1,0,0,3,0,0,0,1,1,1,0,465.3333333333333
VENTA Y GESTION DE VEHICULOS S.C.,1,7,6,0,2,0,0,0,0,2,1,1,1,0,0,0,0,1,0,1,1487.5
SARL FAMILIALE RUE HAUTE SEILLE-INTERNATIONAL PRESTIGE,1,8,5,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,1054.0
Nording Sp. z o.o.,1,10,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,680.0
Autohaus Thun-Nord AG Steffisburg,1,10,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1160.0
GS-AUTOMOBILE OÜ,1,1,8,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,2,1203.0
DOLISS 2008 EOOD,2,7,4,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,330.0
"DriveMe Car Sales, Inh. Semir Pepic",2,10,9,0,1,1,1,0,0,2,2,0,3,0,0,0,0,0,0,3,576.3333333333334
SERENITY CARS,2,8,6,0,3,1,0,1,3,0,0,2,2,0,0,0,1,2,0,1,-290.0
AUTOLUX SERVICES,4,6,7,2,10,0,1,0,9,4,0,0,1,11,1,3,6,3,1,0,783.5384615384615
MIGUEL GUILLEN LOPEZ,1,10,4,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,689.0
ALEX TRANS s.r.o.,1,9,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,-1071.0
CRISTAL CAR DI FEDERICO ALBERINI,1,8,5,0,2,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,779.5
UAB Autodahena,7,1,6,0,24,8,1,32,1,0,0,0,3,17,13,31,1,1,0,0,138.36363636363637
Kedvenc Autópark Kft,2,10,4,0,3,0,0,1,1,1,0,0,1,0,2,1,0,2,0,0,656.3333333333334
BLEST CAR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5,7,10,16,3,0,0,1,2,0,16,16,0,2,1,1,2,0,0,16,480.36842105263156
PAPANIKOY MAGDALINI EYSTATHIOS,2,8,5,1,2,0,0,0,0,3,0,0,0,2,1,0,1,0,2,0,213.33333333333334
NYM AUTOCASION IBERICA SL,2,9,7,0,2,1,1,0,1,3,1,1,2,1,0,0,0,1,1,2,-1939.5
DANKOS KD AUTO S.R.L.,1,10,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,759.0
"VS-KFZ-Service, Inh. Serjoscha Ajvazjan",1,10,2,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,-1070.0
AXN AUTOINVEST S.R.L.,1,9,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.0
AUTOGALERIE MOTOR GARAJE SL,1,6,3,0,2,0,0,1,1,0,0,0,0,2,0,1,1,0,0,0,397.5
AUTO-MARKET MONIKA ZWIECH,1,7,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,380.0
Pavel Podroužek,1,8,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1025.0
Diva Automobile GbR,8,1,11,4,33,6,3,0,28,18,2,10,32,4,0,0,2,9,19,16,1101.4347826086957
Autohaus Huber GmbH,2,10,8,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,200.0
TECNOMOTOR S.R.L,2,8,7,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,200.0
NOWIF 2015 SL,2,9,7,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,733.0
ALFA MED SRL,2,9,3,2,1,0,0,3,0,0,0,0,0,2,1,3,0,0,0,0,337.0
ABDELKARIM ZAAROURI BOUAGAD,1,7,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,904.0
AUTO MELODIE,1,7,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,366.0
Sa-Sa Racing Car Kereskedelmi Korlátolt Felelősségű Társaság,5,3,6,7,12,0,0,8,11,0,0,0,1,12,6,12,7,0,0,0,496.36842105263156
AUTO XXL DI NICOLAE,2,10,4,0,3,0,0,0,3,0,0,0,0,2,1,0,2,1,0,0,642.0
PK Automobile GmbH,1,10,4,0,2,0,0,1,1,0,0,1,0,0,1,0,2,0,0,0,619.5
EUROREPAR BGS,2,7,5,1,2,0,0,2,0,1,0,0,0,3,0,2,0,0,0,1,614.0
Automsbelgique,2,7,2,3,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,243.33333333333334
AUTO ONE GROUP,1,10,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,277.0
LUPUS GROUP d.o.o.,2,6,3,1,2,0,0,0,3,0,0,0,1,1,1,2,1,0,0,0,316.0
Autobazár AutoMax -  Mackulin Dušan,6,7,9,2,20,0,0,0,17,5,0,0,2,20,0,1,17,4,0,0,491.54545454545456
S4Y SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2,7,3,1,2,0,0,0,3,0,0,0,1,2,0,1,2,0,0,0,-315.3333333333333
"IQ AVTO, ODKUP IN PRODAJA RABLJENIH VOZIL, DEJAN BERIĆ S.P.",5,1,9,2,14,2,0,0,9,8,3,1,6,9,2,0,3,11,3,1,911.5
Auto Heinz & Marx GmbH & Co. KG,3,5,9,0,4,1,0,0,0,1,4,4,1,0,0,0,0,0,0,5,1266.0
JULIO NUNES UNIPESSOAL LDA,1,10,6,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1857.0
Weper-Automobile INH. A. Bokelmann,1,8,5,0,1,1,0,0,2,0,0,0,0,2,0,0,0,1,0,1,651.0
Jacques Dupasquier S.A.,2,10,8,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,866.6666666666666
OLDAR Dariusz Walder,3,8,5,0,6,1,0,1,5,1,0,0,0,6,1,1,6,0,0,0,564.0
Autobedrijf U. de Jong,1,4,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,324.0
Pro Mobil Management GmbH,1,10,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1607.0
"AK Motorcycles, Inh. Alexander Koffler",1,7,4,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,930.5
"Autohaus Kilic, Inh. Birol Halil Kilic",7,5,12,0,19,6,17,0,3,20,23,17,22,2,0,0,0,0,2,39,1528.0731707317073
Autobedrijf Sjaak van den Bergh B.V.,2,8,4,4,0,0,0,0,3,1,0,0,4,0,0,1,3,0,0,0,-40.0
Starmount SIA,1,7,6,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,1,1,1669.5
Inter-Car A.O. GmbH,3,4,8,2,4,1,0,0,1,5,2,4,3,0,0,0,0,3,2,2,144.28571428571428
Driessen Auto's,5,3,9,6,9,1,2,3,6,6,3,5,10,3,0,1,4,4,4,5,902.6666666666666
"Autohaus Mazda, Inh. Wolfgang Schulz",2,7,5,2,1,0,0,0,0,2,2,1,2,0,0,0,0,1,2,0,943.3333333333334
FIRMA HANDLOWA SŁAWOMIR WĄSOWICZ,1,10,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,176.0
"Fahrzeughandel Hundertmark, Inh. Imo Hundertmark",3,8,5,6,2,0,0,4,4,0,0,1,5,2,0,5,2,1,0,0,417.25
Mariusz Raczyński SKLEP 'ALDO',3,1,4,2,3,1,0,3,3,0,0,0,1,5,0,5,0,1,0,0,205.33333333333334
SASU AUTO LINK 59,1,7,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1542.0
Autobedrijf Nijs B.V.,1,9,4,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,797.0
MICCAR Paweł Stępień,1,8,2,1,1,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,491.0
"ES automobile, Inh. Eray Sentürk",8,3,7,22,32,1,0,50,5,0,0,2,25,26,2,54,1,0,0,0,278.76363636363635
Horváth Autó Kft.,1,8,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,521.0
"Fahrzeugtechnik Ersen, Inh. Bünyamin Ersen",3,1,7,1,5,0,1,0,2,5,0,1,6,0,0,0,1,5,0,1,317.7142857142857
AUTOMARE L.E S.R.L.,1,10,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,735.0
"ALTINO FRAGA, UNIPESSOAL, LDA",1,10,4,1,1,0,0,0,0,2,1,2,0,0,0,0,1,0,1,0,504.0
"TOV ""TSENTRALNI SYSTEMY""",9,1,9,25,46,1,0,60,12,0,0,0,3,50,19,65,6,1,0,0,433.4583333333333
MARIA MESQUITA UNIPESSOAL LDA,2,8,5,1,2,0,0,0,1,2,1,0,3,0,0,0,1,1,0,1,-498.0
CARISTOCRATS Ε Ε||CARISTOCRATS,6,3,7,24,1,0,0,0,21,4,0,2,19,3,1,14,11,0,0,0,519.4
GROUPE EMIL FREY - COFIA - CENTRAL,2,10,10,0,1,1,3,0,0,0,4,4,0,0,0,0,0,0,0,4,1952.0
BIRKÁS TAMÁS E.V.,1,8,2,0,2,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,431.0
"""GJT"" Jarosław Górka",1,7,3,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,549.0
PROLIFIC WHEEL S.R.L.,1,10,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,603.0
CADIMAR VEHICULOS INDUSTRIALES SL,2,8,9,0,4,0,0,0,0,2,3,2,2,0,0,0,0,0,0,4,1160.25
Auto Hoff,3,8,5,2,3,2,0,1,6,0,0,0,2,5,0,3,3,1,0,0,227.85714285714286
"Kfz-Handel Staudinger, Inh. Elisabeth Staudinger",2,10,5,0,3,0,0,0,0,3,0,3,0,0,0,0,0,1,2,0,954.6666666666666
Mustafa Celebi & Mahmut Celebi GbR,5,1,11,0,19,0,0,0,0,10,12,10,9,0,0,0,0,0,1,18,1679.7894736842106
CIPAUTO SRL,3,9,9,1,5,1,0,0,0,5,3,0,3,3,1,0,1,1,1,4,633.4285714285714
"Auto Center Mengen-Rulfingen, Inh. Veton Idrizaj",1,10,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,455.0
Petr Holý,6,3,7,12,16,0,0,10,17,1,0,1,12,15,0,22,6,0,0,0,302.39285714285717
MW Autobedrijf B.V.,1,6,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,739.0
UAB Pelkinis,1,10,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1307.0
BUCCA CARMELO,2,7,4,3,0,0,0,0,1,2,0,0,3,0,0,0,3,0,0,0,827.6666666666666
"Carimpuls, Inh. Alexander Schmidt",3,8,4,0,1,3,1,5,0,0,0,0,0,0,5,5,0,0,0,0,47.2
IDEAL CARS ADVANTAGE SRL,3,9,7,0,6,0,0,3,1,2,1,0,2,4,0,1,3,0,1,1,716.8333333333334
MAVRIDIS IOANNIS EVDOKIMOS,2,1,5,3,0,0,0,0,0,3,0,0,3,0,0,0,2,1,0,0,721.6666666666666
MARKOSIAN EVANGELOS ANASTASIOS || ATHENIAN TRANSFER,2,10,5,2,1,0,0,0,0,2,1,0,3,0,0,0,0,3,0,0,-178.0
Amila Reiter,3,9,6,1,3,2,0,1,2,3,0,2,4,0,0,0,3,2,1,0,-452.6666666666667
Konrad Szawara Auto Serwis,1,10,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,375.0
DRINKS STORY SRL,1,1,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,358.0
T & J IMPERIAL DOOEL,1,6,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,410.0
Ardocars,1,10,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,914.0
Alexander Frese,1,10,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,558.0
HIBRID AUTOMOBIL KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,3,4,7,0,9,0,0,0,5,3,1,0,4,5,0,0,4,4,0,1,626.0
SAS AUTOp,1,8,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,696.0
"Autopflege Yeyrek, Inh. Dogan Yeyrek",5,3,9,1,13,1,0,0,5,9,2,4,11,0,0,0,2,4,8,1,686.6
"S.A.A.D AUTOMOBILE, Inh. Nayef El Daoud",2,8,5,1,2,0,0,0,2,1,0,0,2,1,0,0,1,2,0,0,224.66666666666666
Sani GCV,3,9,5,7,1,0,0,5,1,0,2,2,6,0,0,6,0,2,0,0,430.625
"DAKS S.C. DARIUSZ SNARSKI, ADAM KWIATKOWSKI",1,10,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,647.0
Martin Doležal,2,3,3,1,1,2,0,4,0,0,0,0,1,2,1,3,1,0,0,0,515.0
Anton Fahrzeughandels GmbH,3,6,6,1,6,0,0,1,4,2,0,0,6,1,0,2,1,3,1,0,622.0
"Autopark Mühlheim, Inh. Maher Badwan",3,7,9,0,7,0,0,0,0,1,7,2,2,3,0,0,0,0,1,6,708.0
A & M AUTO S.R.L.C.R.,3,7,4,3,2,0,0,1,3,0,1,0,5,0,0,3,2,0,0,0,307.6
Autobedrijf Hoefnagel Oosterhout B.V,8,1,12,3,43,18,2,0,2,32,41,51,14,0,0,0,0,6,14,45,1306.446153846154
Michał Anuszewski AMIPOL,1,9,4,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,803.5
"Car&More, Inh. Maik Link",1,10,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,240.0
Goran Roglic,1,7,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-176.0
Lukáš Feifer,1,6,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,536.0
BA AUTO,2,3,4,1,3,0,0,2,1,1,0,0,4,0,0,2,0,2,0,0,586.5
LOUVROS THEOFILOS SPYRIDON,1,2,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,341.0
EURL GUIDE AUTO MOTO,2,8,5,1,1,2,0,2,2,0,0,0,3,1,0,2,0,1,1,0,697.0
TRASSIERRA MOTOR STORE SLU,1,10,5,0,2,0,0,0,0,2,0,0,1,1,0,0,0,1,1,0,848.5
KRZYSZTOF KWIATKOWSKI CAR - BEST,6,3,7,8,10,3,0,11,6,4,0,0,0,18,3,13,6,2,0,0,330.8095238095238
TUKE S.R.L. A SOCIO UNICO,1,7,3,0,2,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,478.5
Garage Ms Cars,2,9,5,1,2,0,0,0,0,3,0,1,2,0,0,0,0,3,0,0,469.3333333333333
"Automotive Excellence, Inh. Daniel Cuenca Garcia",1,10,7,0,0,1,1,1,1,0,0,0,0,2,0,0,0,1,0,1,-506.5
PERFECT ENGINE DOMINIK ZAKIELASZ,1,9,3,0,2,0,0,0,2,0,0,0,0,2,0,1,1,0,0,0,389.5
DIAMOND CAR EMIL KARBOWNIK,1,9,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1341.0
vv garage,1,8,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,-717.0
CXL AUTOCENTER SRL,3,8,7,4,4,1,0,1,6,2,0,1,2,6,0,3,2,1,2,1,841.8888888888889
"Automobile Mejsner, Inh. Mariusz Mejsner",1,10,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,431.0
JM AUTO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5,3,6,0,18,0,0,8,10,0,0,0,3,11,4,13,5,0,0,0,344.77777777777777
AUTOBEDRIJF SCHEERS B.V.,3,7,9,1,4,1,0,0,0,1,6,5,1,0,0,0,0,0,0,6,942.3333333333334
"KFZ An.-und Verkauf, Inh. Thomas Hannöver",3,8,9,1,7,0,0,0,1,5,3,3,5,0,0,0,0,1,5,2,747.0
"Auto-verkaufen-einfach.de, Inh. Erdal Karakaya",6,4,9,8,10,2,0,5,8,7,0,0,3,17,0,6,5,6,2,1,444.85
Azizi GmbH,1,7,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,524.0
AGVEHICULES,1,8,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1225.0
Oldtimer Doctor KG,1,8,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-677.0
Automobile Thomas Inh. Thomas Dodopoulos,1,8,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1164.0
RRR Abouna Autobedrijf,7,1,7,22,16,2,0,29,11,0,0,0,6,29,5,39,1,0,0,0,427.75
AUTOSAROK-DEALER KFT,5,6,4,10,6,0,0,15,1,0,0,0,5,11,0,16,0,0,0,0,323.5
MC AUTOS,2,8,5,1,2,0,0,1,2,0,0,0,1,1,1,1,0,1,1,0,9.333333333333334
"MOTOS, trgovina in storitve Duplje, d.o.o.",1,6,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,373.0
S H VAN DE POL / Zuidbroek 2,3,3,6,0,9,0,0,2,7,0,0,1,7,1,0,0,8,1,0,0,743.3333333333334
RYA&BYA AUTOMOBILE SRL,3,4,5,0,8,0,0,2,5,1,0,0,0,3,5,2,6,0,0,0,612.375
Garage Ruf Michael Sàrl,1,9,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,535.0
Euromobile,1,8,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,747.0
Otto Grimm GmbH & Co. KG,1,10,5,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,680.0
Kamux Auto GmbH,9,7,12,15,183,60,7,0,0,185,132,98,167,0,0,0,2,10,53,201,616.045283018868
Auto Gmeiner,3,4,9,3,4,0,0,0,0,2,6,6,1,0,0,0,0,0,4,3,1330.5714285714287
VOYAGER AUTÓ KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,1,8,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,-285.0
G EYTHYMIOU ETERORYTHMI ETAIRIA EE,2,6,5,3,1,0,0,0,0,4,0,2,2,0,0,0,0,3,1,0,145.75
Sedat cars,2,6,2,4,0,0,0,3,1,0,0,0,1,3,0,4,0,0,0,0,374.75
Witjes Automotive,1,7,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,473.0
"Danyal Automobile, Mehmet Emin Yilmaz",1,9,4,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1012.0
BVBA DBL MAINTENANCE,1,10,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,128.0
ZIAD BENDRIS,1,6,4,0,0,1,1,2,0,0,0,0,1,0,1,0,2,0,0,0,556.5
Bobs auto's,1,2,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,639.0
WILLIAM SAINCT,2,8,7,0,4,0,0,0,2,2,0,0,4,0,0,0,0,0,3,1,1023.0
IMV AUTO  EOOD,6,7,9,14,12,0,0,0,4,22,4,1,7,13,5,3,18,5,0,0,576.0769230769231
JOSEF ROCKENSCHAUB GESMBH,1,10,3,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,-1557.0
"Malik Automobile, Inh. Azeem Ahmed Malik",1,6,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1041.0
Ad Motor Srl,3,9,8,3,1,1,0,0,1,3,1,3,2,0,0,0,1,2,0,2,1220.8
V.O.F. H&H MOBILE,2,7,6,0,1,1,2,3,1,0,0,0,4,0,0,0,1,2,1,0,842.25
PAUL MANAGEMENT CONSULTING SRL,1,7,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,56.0
EURO SELMIT S.R.L,4,3,6,2,11,0,0,5,7,1,0,0,4,8,1,7,4,2,0,0,215.53846153846155
ZAGRODSKA MARIANNA,8,6,6,34,13,0,0,39,8,0,0,0,9,31,7,47,0,0,0,0,284.468085106383
Black jacks car,2,6,2,1,2,0,0,2,1,0,0,0,1,2,0,2,1,0,0,0,28.333333333333332
"FAFY, s.r.o.",1,10,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1577.0
"Pascal Auto's, Pascal Wichhart",1,8,3,1,1,0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,423.0
"Uwako, Inh. Kevin Okulowicz",4,3,10,0,6,3,4,0,4,7,3,1,11,1,0,0,0,0,2,11,798.2307692307693
"Bambis Garage KFZ Handel, Inh. Achim Bamberg",1,10,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,186.0
VIALA-PRAT LOC (V.P.L.),1,8,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1197.0
GOA RENT A CAR SRL,2,7,2,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,406.3333333333333
CAR CARE WALLINGA TRADING B.V.,1,8,5,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,612.5
EURL AUTO BESSON,7,6,10,22,15,0,0,0,20,13,4,10,27,0,0,0,22,7,4,4,716.4864864864865
"Autozentrum-Buer, Inh. Timur Ünal",1,10,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,956.0
"DUO AVTO D.O.O., Duško Bekić",3,8,9,0,6,3,0,0,3,6,0,0,0,5,4,0,0,3,4,2,978.3333333333334
LUX AUTO HALINA PISZCZ,1,8,2,1,1,0,0,1,1,0,0,0,0,1,1,2,0,0,0,0,364.5
BOGI COMPANY KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,4,1,7,4,10,0,0,3,7,3,1,1,1,4,8,8,5,0,0,1,542.7857142857143
Auto Hensgens Nieuwstadt BV.,8,4,10,33,19,0,0,0,19,20,15,52,0,0,0,0,16,14,12,10,863.3076923076923
Whitestone Autohaus GmbH,8,1,10,2,40,5,0,0,18,29,1,5,41,1,0,0,5,20,19,3,781.9787234042553
Car Plaza,2,3,4,3,1,0,0,0,3,1,0,0,0,3,1,2,2,0,0,0,277.75
GROUPE CONCEPT AUTO,3,1,6,1,6,0,0,4,3,0,0,1,3,3,0,0,5,2,0,0,572.7142857142857
AUTOSTORE 2011 DI RIDOLFI MAURIZIO,1,9,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,337.0
"KSW Wuppertal, Inh. Lars Rainer Wolfertz",1,10,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,815.0
J2M Auto,1,8,3,2,0,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,603.5
Petrykiv Roman Volodymyrovych,1,4,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,404.0
SARL GARAGE BREUIL,2,7,5,2,1,0,0,0,2,0,1,3,0,0,0,0,2,0,0,1,1074.6666666666667
PHU DARIUSZ MUSZYŃSKI,2,10,2,2,1,0,0,2,1,0,0,0,0,3,0,3,0,0,0,0,383.6666666666667
Automobile Hailer,3,7,7,7,2,0,0,0,5,4,0,9,0,0,0,0,5,3,1,0,622.0
DOMUS CAR SRLS,5,7,7,18,0,1,0,1,16,2,0,0,5,14,0,9,9,0,0,1,630.4736842105264
FRANK MOTORS TRADE KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,1,10,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,240.0
Jiří Strnad,3,6,6,2,6,0,0,0,5,3,0,0,2,6,0,1,5,2,0,0,274.875
