stock_number,retail_country,rating_scale,rates,make,model,mileage_cluster,mileage,horsepower,built_year,esp,fueltype,geartype,body_type
SJ91328,DE,1,1- Very Good,Mercedes-Benz,V-Klasse,80-90k,80101,190,2016,42990.0,Diesel,Gear type automatic,Bus
EW34736,DE,4,4- A little high,Volkswagen,T6 Multivan,80-90k,85565,205,2015,43950.0,Diesel,Gear type automatic,Bus
EW34736,DE,4,4- A little high,Volkswagen,T6 Multivan,80-90k,85565,205,2015,43950.0,Diesel,Gear type automatic,Bus
GP26739,PL,3,3- Appropriate,Suzuki,SX4,100k+,127465,120,2013,8821.0,Benzin,Gear type manual,SUV
FV55170,IT,5,5- Too high,Opel,Mokka,100k+,146229,140,2016,10499.0,Gas,Gear type manual,SUV
SC93864,DE,5,5- Too high,Volkswagen,T6 Multivan,50-60k,54114,150,2018,40990.0,Diesel,Gear type automatic,Bus
JF04085,IT,5,5- Too high,BMW,2er,100k+,108735,150,2018,18999.0,Diesel,Gear type automatic,Van
TU77366,DE,5,5- Too high,Opel,Adam,20-30k,23083,150,2015,14790.0,Benzin,Gear type manual,Limousine
TY53433,AT,5,5- Too high,BMW,X3,100k+,130165,258,2016,29890.0,Diesel,Gear type automatic,SUV
VP95727,IT,2,2- Good,Dacia,Duster II,30-40k,39382,116,2019,17799.0,Diesel,Gear type manual,SUV
NY49320,BE,5,5- Too high,BMW,1er,90-100k,90882,115,2016,14099.0,Diesel,Gear type manual,Limousine
PV24888,IT,4,4- A little high,Ford,Kuga,10-20k,14703,150,2020,25099.0,Benzin,Gear type manual,SUV
VM84667,PL,5,5- Too high,Volvo,V 60,100k+,167162,120,2015,10784.0,Diesel,Gear type manual,Kombi
UV98241,IT,4,4- A little high,Fiat,500X,70-80k,76680,95,2019,16499.0,Diesel,Gear type manual,SUV
NY17118,IT,5,5- Too high,Alfa Romeo,Stelvio,40-50k,49361,209,2020,43199.0,Diesel,Gear type automatic,SUV
YN29757,DE,2,2- Good,Renault,Twingo,40-50k,40639,70,2018,10545.0,Benzin,Gear type manual,Limousine
UJ91663,DE,3,3- Appropriate,Audi,A5 Sportback,80-90k,82038,177,2016,20490.0,Benzin,Gear type manual,Kombi
XV43525,DE,4,4- A little high,Volkswagen,Golf VII,90-100k,91229,230,2017,24930.0,Benzin,Gear type automatic,Limousine
ZM96719,DE,1,1- Very Good,Volkswagen,Passat,80-90k,83292,150,2018,21080.0,Diesel,Gear type automatic,Kombi
VS91332,IT,4,4- A little high,Jeep,Renegade,70-80k,73939,120,2015,16099.0,Diesel,Gear type manual,SUV
AU26522,IT,2,2- Good,Cupra,Leon,10-20k,14091,245,2021,37999.0,Hybrid,duplex,Limousine
JP42204,PL,5,5- Too high,Hyundai,Tucson,100k+,128611,115,2017,15906.0,Diesel,Gear type manual,SUV
TN55294,PL,2,2- Good,Hyundai,Tucson,30-40k,30455,132,2017,18387.0,Benzin,Gear type manual,SUV
DE44739,IT,3,3- Appropriate,Hyundai,i10,100k+,117806,67,2016,7999.0,Benzin,Gear type manual,Limousine
DK14679,IT,5,5- Too high,Fiat,500X,80-90k,85223,120,2017,16699.0,Diesel,Gear type manual,SUV
RC05393,PL,3,3- Appropriate,Renault,Captur,100k+,116023,120,2015,11965.0,Benzin,duplex,SUV
XV86395,AT,2,2- Good,Audi,Q5,100k+,114740,190,2016,26890.0,Diesel,duplex,SUV
WZ70938,DE,4,4- A little high,Volkswagen,Golf VII,60-70k,66446,85,2014,12850.0,Benzin,Gear type manual,Limousine
EG60398,AT,5,5- Too high,Opel,Karl,10-20k,12182,75,2016,10290.0,Benzin,Gear type manual,Limousine
CF44059,DE,1,1- Very Good,Mercedes-Benz,C-Klasse,80-90k,81171,155,2015,24490.0,Benzin,Gear type automatic,Kombi
YZ44121,PL,5,5- Too high,Opel,Adam,100k+,129814,150,2015,9739.0,Benzin,Gear type manual,Limousine
DJ93409,DE,4,4- A little high,Opel,Adam,50-60k,53762,100,2018,11986.0,Benzin,Gear type manual,Limousine
WT89147,PL,4,4- A little high,Kia,Carens,100k+,154331,115,2014,9953.0,Diesel,Gear type manual,Van
WA38788,AT,5,5- Too high,Volkswagen,Polo,30-40k,34437,75,2017,14090.0,Benzin,Gear type manual,Limousine
GH13943,IT,4,4- A little high,Mercedes-Benz,C-Klasse,100k+,106065,170,2013,13499.0,Diesel,Gear type automatic,Kombi
HK61327,PL,5,5- Too high,Kia,Carens,100k+,130222,135,2013,9884.0,Diesel,Gear type manual,Van
KL15748,DE,4,4- A little high,Nissan,Qashqai,30-40k,31607,115,2017,17490.0,Benzin,Gear type manual,SUV
RL31112,AT,4,4- A little high,Volkswagen,Golf Plus,100k+,108491,122,2012,10490.0,Benzin,duplex,Limousine
ZD35159,DE,3,3- Appropriate,MINI,Cabrio,40-50k,46060,135,2016,17990.0,Benzin,Gear type manual,Cabrio
GU82367,DE,1,1- Very Good,Volkswagen,Passat,90-100k,96417,150,2018,19490.0,Diesel,Gear type manual,Kombi
BN34646,AT,4,4- A little high,Volkswagen,T-Roc,10-20k,18364,150,2021,29590.0,Diesel,duplex,SUV
EZ31443,IT,5,5- Too high,Alfa Romeo,Alfa 159,80-90k,85625,135,2011,6999.0,Diesel,Gear type manual,Kombi
XS68445,DE,3,3- Appropriate,Jaguar,XF,90-100k,95134,180,2017,20490.0,Diesel,Gear type automatic,Kombi
HU27071,AT,4,4- A little high,Mazda,CX-3,90-100k,92982,150,2018,18890.0,Benzin,Gear type manual,SUV
LG57603,IT,4,4- A little high,Fiat,Panda,20-30k,26113,70,2012,8799.0,Benzin,Gear type manual,Limousine
KT46220,DE,5,5- Too high,Dacia,Duster II,50-60k,53133,115,2018,16790.0,Benzin,Gear type manual,SUV
CN22593,AT,4,4- A little high,BMW,2er,60-70k,62695,150,2018,24790.0,Diesel,Gear type automatic,Van
CN36612,PL,5,5- Too high,Volkswagen,Passat,100k+,106379,190,2019,23867.0,Diesel,duplex,Kombi
MA81079,DE,1,1- Very Good,Ford,Focus,100k+,105222,105,2015,9541.0,Diesel,Gear type manual,Kombi
RW40962,PL,4,4- A little high,Hyundai,ix35,60-70k,60818,135,2015,12608.0,Benzin,Gear type manual,SUV
VA97158,DE,5,5- Too high,Skoda,Citigo,20-30k,23689,75,2015,10590.0,Benzin,Gear type manual,Limousine
VE69016,BE,5,5- Too high,Alfa Romeo,Giulietta,60-70k,69365,120,2017,13990.0,Benzin,Gear type manual,Limousine
NC27959,IT,5,5- Too high,Land Rover,Freelander,100k+,129140,190,2014,12899.0,Diesel,Gear type automatic,SUV
TL25570,IT,3,3- Appropriate,Ford,Fiesta,90-100k,94824,85,2017,13599.0,Diesel,Gear type manual,Limousine
NE58093,IT,1,1- Very Good,Peugeot,3008,80-90k,88915,130,2019,18799.0,Diesel,Gear type manual,SUV
SD91738,IT,5,5- Too high,DS Automobiles,DS3 Crossback,90-100k,94126,102,2019,19499.0,Diesel,Gear type manual,SUV
HW19096,PL,3,3- Appropriate,Hyundai,i30,100k+,113821,275,2019,22877.0,Benzin,Gear type manual,Limousine
GK48306,DE,1,1- Very Good,Opel,Astra K,70-80k,71397,200,2018,19706.0,Benzin,Gear type automatic,Kombi
FC94524,AT,4,4- A little high,Citroen,C3 Aircross,40-50k,45953,110,2017,17490.0,Benzin,Gear type automatic,SUV
UF00170,DE,4,4- A little high,Volkswagen,Arteon,60-70k,60838,190,2018,32490.0,Diesel,Gear type automatic,Limousine
GG35736,DE,4,4- A little high,Volkswagen,Golf VII,90-100k,99733,150,2015,15290.0,Diesel,Gear type automatic,Limousine
PK00270,DE,2,2- Good,Audi,A6,40-50k,44107,150,2017,26990.0,Diesel,duplex,Kombi
YR49071,IT,4,4- A little high,Kia,Sportage,100k+,114287,135,2016,17499.0,Diesel,Gear type manual,SUV
WU28483,IT,3,3- Appropriate,Fiat,Punto,100k+,104353,70,2013,8499.0,Gas,Gear type manual,Limousine
RS68490,DE,4,4- A little high,Opel,Karl,30-40k,34338,75,2017,11590.0,Benzin,Gear type automatic,Limousine
DU28222,IT,3,3- Appropriate,Citroen,C3,30-40k,31686,82,2016,10399.0,Benzin,Gear type manual,Limousine
VN93631,AT,2,2- Good,Hyundai,i20,70-80k,79089,85,2014,8390.0,Benzin,Gear type manual,Limousine
WH35136,IT,4,4- A little high,Volkswagen,Tiguan,80-90k,86962,150,2018,23999.0,Diesel,Gear type automatic,SUV
SW98715,IT,3,3- Appropriate,Peugeot,2008,10-20k,12616,130,2019,17299.0,Benzin,Gear type manual,SUV
TX05468,DE,3,3- Appropriate,Mercedes-Benz,GLA-Klasse,60-70k,63859,135,2017,24127.0,Diesel,Gear type automatic,SUV
RM26159,PL,1,1- Very Good,Opel,Mokka X,100k+,156898,110,2018,14330.0,Diesel,Gear type manual,SUV
GY21433,DE,5,5- Too high,Volkswagen,Passat,40-50k,47218,150,2020,28490.0,Diesel,Gear type automatic,Kombi
ZS07064,DE,4,4- A little high,Renault,Clio,10-20k,11517,118,2016,14483.0,Benzin,Gear type automatic,Limousine
AH91633,DE,5,5- Too high,Audi,A3 Limousine,30-40k,35816,150,2017,23698.0,Benzin,Gear type automatic,Limousine
TX21498,DE,5,5- Too high,Seat,Leon,30-40k,39371,131,2018,19781.0,Benzin,Gear type manual,Kombi
AX14105,IT,3,3- Appropriate,Nissan,Qashqai,30-40k,37011,140,2019,21699.0,Benzin,Gear type manual,SUV
GT79294,AT,3,3- Appropriate,Hyundai,Tucson,20-30k,29055,132,2018,19690.0,Benzin,Gear type manual,SUV
GL85773,IT,5,5- Too high,Fiat,500X,80-90k,86592,120,2017,14899.0,Diesel,Gear type manual,SUV
US01847,DE,2,2- Good,BMW,X3,50-60k,56856,190,2018,34450.0,Diesel,Gear type automatic,SUV
DB85036,DE,3,3- Appropriate,Mercedes-Benz,A-Klasse,50-60k,50387,102,2016,17438.0,Benzin,Gear type manual,Limousine
HS87390,DE,4,4- A little high,Seat,Mii,10-20k,14910,75,2019,13921.0,Benzin,Gear type automatic,Limousine
CA09031,DE,2,2- Good,Mercedes-Benz,CLA-Klasse,30-40k,38617,185,2017,29869.0,Benzin,Gear type automatic,Limousine
HR15144,AT,4,4- A little high,Volkswagen,Tiguan,90-100k,93186,190,2017,28890.0,Diesel,duplex,SUV
WY17794,DE,5,5- Too high,Skoda,Octavia,0-10k,9726,220,2016,22590.0,Benzin,Gear type manual,Kombi
MZ35953,DE,3,3- Appropriate,Mercedes-Benz,C-Klasse,60-70k,62950,185,2016,24399.0,Benzin,Gear type automatic,Limousine
CJ26592,PL,5,5- Too high,Hyundai,i30,100k+,165922,100,2012,7397.0,Benzin,Gear type manual,Limousine
WX75373,DE,4,4- A little high,Skoda,Octavia,30-40k,35013,150,2018,23790.0,Diesel,Gear type automatic,Kombi
LL31971,DE,5,5- Too high,Audi,Q5,60-70k,60484,190,2018,36990.0,Diesel,Gear type automatic,SUV
FP08092,DE,3,3- Appropriate,Volkswagen,T-Roc,40-50k,45290,115,2018,20000.0,Benzin,Gear type manual,SUV
UN08665,IT,5,5- Too high,Audi,A4,100k+,125655,190,2019,22299.0,Diesel,Gear type automatic,Kombi
UT60986,AT,2,2- Good,Ford,Focus,100k+,127813,125,2016,10890.0,Benzin,Gear type manual,Limousine
JN84854,DE,5,5- Too high,Skoda,Rapid,10-20k,18419,95,2017,13472.0,Benzin,Gear type manual,Limousine
WD04857,IT,1,1- Very Good,BMW,2er,30-40k,31244,115,2016,15999.0,Diesel,Gear type manual,Van
HK81038,IT,5,5- Too high,Audi,Q2,90-100k,92858,115,2018,24299.0,Diesel,duplex,SUV
RJ20986,DE,1,1- Very Good,BMW,3er,10-20k,14863,163,2022,46890.0,Hybrid,Gear type automatic,Limousine
HD33220,DE,4,4- A little high,Skoda,Octavia,100k+,118521,185,2015,17590.0,Diesel,Gear type automatic,Kombi
BW29343,IT,4,4- A little high,Mercedes-Benz,C-Klasse,100k+,138563,122,2019,22299.0,Diesel,Gear type automatic,Limousine
PX03947,DE,4,4- A little high,Fiat,500,50-60k,59262,70,2013,8990.0,Benzin,Gear type manual,Limousine
VG74960,PL,5,5- Too high,Opel,Mokka,100k+,142479,135,2016,11537.0,Diesel,Gear type automatic,SUV
NU99903,DE,4,4- A little high,Skoda,Fabia,30-40k,30356,110,2016,15990.0,Benzin,Gear type automatic,Limousine
GG30840,IT,5,5- Too high,BMW,5er,100k+,111991,258,2013,18999.0,Diesel,Gear type automatic,Kombi
CG60222,BE,2,2- Good,Hyundai,i20,40-50k,43581,85,2019,12350.0,Benzin,Gear type manual,Limousine
VG27896,PL,5,5- Too high,Toyota,Auris Touring Sports,100k+,125712,100,2018,18415.0,Hybrid,Gear type automatic,Kombi
WV03842,IT,4,4- A little high,BMW,1er,100k+,129081,150,2015,15899.0,Diesel,Gear type manual,Limousine
KD06578,DE,5,5- Too high,Volkswagen,Golf VII,30-40k,34455,150,2019,22990.0,Benzin,Gear type automatic,Limousine
XF77343,DE,5,5- Too high,Seat,Leon,10-20k,19672,300,2018,29790.0,Benzin,Gear type automatic,Kombi
XF77343,DE,4,4- A little high,Seat,Leon,10-20k,19672,300,2018,29790.0,Benzin,Gear type automatic,Kombi
ZL00216,IT,4,4- A little high,Opel,Corsa,30-40k,33173,101,2020,14999.0,Benzin,Gear type manual,Limousine
PD31414,PL,3,3- Appropriate,Peugeot,308,100k+,171202,120,2015,8481.0,Diesel,Gear type manual,Limousine
RC05393,PL,4,4- A little high,Renault,Captur,100k+,116023,120,2015,11965.0,Benzin,duplex,SUV
LC54762,DE,4,4- A little high,Audi,Q2,50-60k,50168,115,2018,21390.0,Benzin,Gear type manual,SUV
TE74745,IT,4,4- A little high,Audi,A3,60-70k,63969,150,2022,31299.0,Hybrid,duplex,Limousine
KN43450,DE,4,4- A little high,Smart,fortwo,20-30k,27538,90,2018,18890.0,Benzin,Gear type automatic,Cabrio
MH35908,DE,4,4- A little high,Volkswagen,up!,40-50k,46016,60,2014,10190.0,Benzin,Gear type automatic,Limousine
FZ43642,PL,5,5- Too high,Hyundai,Tucson,30-40k,35488,132,2017,17637.0,Benzin,Gear type manual,SUV
EH15119,IT,3,3- Appropriate,Ford,Kuga,40-50k,42529,150,2020,24699.0,Benzin,Gear type manual,SUV
GP29040,DE,5,5- Too high,MINI,Clubman,40-50k,48738,136,2020,23190.0,Benzin,Gear type automatic,Kombi
WP86368,DE,4,4- A little high,Opel,Corsa,10-20k,15142,101,2021,20338.0,Benzin,Gear type manual,Limousine
SR17321,IT,4,4- A little high,Audi,A4,90-100k,91213,177,2012,13299.0,Diesel,Gear type automatic,Kombi
BW88463,PL,4,4- A little high,Opel,Astra,100k+,131193,140,2014,9533.0,Benzin,Gear type automatic,Kombi
VY88813,DE,3,3- Appropriate,Ford,Focus,30-40k,36017,125,2018,21090.0,Benzin,Gear type automatic,Kombi
GU82367,DE,2,2- Good,Volkswagen,Passat,90-100k,96417,150,2018,19490.0,Diesel,Gear type manual,Kombi
RA83105,DE,1,1- Very Good,BMW,3er,80-90k,89337,135,2014,14685.0,Benzin,Gear type manual,Limousine
LP17242,DE,2,2- Good,Audi,A4,80-90k,87277,150,2018,23181.0,Diesel,Gear type automatic,Kombi
ZW17381,IT,4,4- A little high,Mercedes-Benz,A-Klasse,100k+,144215,110,2014,11399.0,Diesel,Gear type manual,Limousine
YB99191,IT,4,4- A little high,Nissan,Micra,60-70k,65335,80,2015,8199.0,Benzin,Gear type manual,Limousine
BP57206,IT,4,4- A little high,Audi,A3,70-80k,74013,105,2013,14899.0,Diesel,duplex,Limousine
JD77502,DE,4,4- A little high,Skoda,Scala,30-40k,34345,95,2019,16190.0,Benzin,Gear type manual,Limousine
VM67570,DE,2,2- Good,BMW,5er,70-80k,74406,190,2014,20344.0,Diesel,Gear type automatic,Limousine
YV93557,IT,5,5- Too high,Ford,Focus,90-100k,96847,95,2018,14999.0,Diesel,Gear type manual,Limousine
UK67729,DE,5,5- Too high,Toyota,ProAce City Verso,20-30k,21035,110,2020,23500.0,Benzin,Gear type manual,Van
EG42680,DE,4,4- A little high,BMW,1er,100k+,104941,110,2017,13851.0,Benzin,Gear type manual,Limousine
RW40962,PL,5,5- Too high,Hyundai,ix35,60-70k,60818,135,2015,12608.0,Benzin,Gear type manual,SUV
DG52926,IT,1,1- Very Good,Peugeot,208,30-40k,31177,75,2019,15299.0,Benzin,Gear type manual,Limousine
PP43327,PL,1,1- Very Good,Toyota,Avensis,80-90k,82199,147,2016,17864.0,Benzin,Gear type automatic,Kombi
ZR92823,DE,5,5- Too high,Audi,A5 Sportback,50-60k,55642,218,2018,31890.0,Diesel,Gear type automatic,Kombi
JL22951,DE,5,5- Too high,Audi,Q3,70-80k,71103,185,2016,27900.0,Diesel,Gear type automatic,SUV
MH00651,IT,4,4- A little high,BMW,X3,100k+,113195,185,2013,16099.0,Diesel,Gear type automatic,SUV
LE81289,DE,3,3- Appropriate,Smart,forfour,20-30k,29274,90,2017,14674.0,Benzin,Gear type automatic,Limousine
UE99455,AT,5,5- Too high,Seat,Ateca,40-50k,43334,190,2020,30190.0,Benzin,duplex,SUV
AN25224,DE,5,5- Too high,Hyundai,Tucson,40-50k,43593,136,2020,29581.0,Diesel,Gear type automatic,SUV
EM53087,IT,4,4- A little high,Volkswagen,Golf VII,100k+,134729,105,2014,11299.0,Diesel,Gear type automatic,Kombi
EY16549,PL,1,1- Very Good,BMW,3er,100k+,162561,185,2018,23438.0,Hybrid,Gear type automatic,Limousine
VZ40798,IT,4,4- A little high,Smart,fortwo,70-80k,78662,90,2016,13299.0,Benzin,duplex,Coupe
UR53893,IT,4,4- A little high,Peugeot,208,100k+,120353,75,2017,9699.0,Diesel,Gear type manual,Limousine
FF69506,DE,5,5- Too high,Mercedes-Benz,GLC-Klasse,70-80k,79498,210,2018,40043.0,Benzin,Gear type automatic,Coupe
LA80905,AT,2,2- Good,Peugeot,5008,80-90k,89334,120,2017,23490.0,Diesel,Gear type manual,SUV
KE94097,DE,4,4- A little high,Seat,Leon,80-90k,84529,300,2017,23890.0,Benzin,Gear type automatic,Limousine
MN19592,DE,3,3- Appropriate,Skoda,Citigo,80-90k,84021,60,2014,6590.0,Benzin,Gear type manual,Limousine
ZL00216,IT,4,4- A little high,Opel,Corsa,30-40k,33173,101,2020,14999.0,Benzin,Gear type manual,Limousine
YZ42704,IT,5,5- Too high,Fiat,Panda,20-30k,26206,70,2017,9999.0,Benzin,Gear type manual,Limousine
XZ79019,AT,3,3- Appropriate,Seat,Arona,50-60k,53504,115,2018,20890.0,Benzin,duplex,SUV
CN98264,DE,4,4- A little high,Ford,Focus,70-80k,72241,150,2019,21090.0,Diesel,Gear type automatic,Kombi
PZ05725,DE,1,1- Very Good,Mercedes-Benz,C-Klasse,50-60k,53961,185,2017,34290.0,Benzin,Gear type automatic,Cabrio
TV25616,PL,5,5- Too high,Opel,Insignia,60-70k,66469,170,2018,17527.0,Diesel,Gear type manual,Kombi
WF12086,IT,1,1- Very Good,Suzuki,SX4 S-Cross,0-10k,8731,140,2019,19999.0,Benzin,Gear type manual,SUV
LD60510,BE,4,4- A little high,Volkswagen,Polo,10-20k,16576,95,2020,20250.0,Benzin,Gear type automatic,Limousine
WU97563,IT,5,5- Too high,Fiat,500,80-90k,80299,70,2015,10099.0,Benzin,Semi-automatic,Limousine
NZ81218,DE,4,4- A little high,Seat,Ibiza,100k+,100082,110,2015,11031.0,Benzin,Gear type automatic,Limousine
ZM96719,DE,2,2- Good,Volkswagen,Passat,80-90k,83292,150,2018,21080.0,Diesel,Gear type automatic,Kombi
DJ36038,DE,5,5- Too high,Nissan,Qashqai,10-20k,15875,158,2021,30150.0,Benzin,Gear type automatic,SUV
CJ40002,DE,3,3- Appropriate,Renault,Kadjar,30-40k,31906,130,2018,15971.0,Benzin,Gear type manual,SUV
RC38485,IT,4,4- A little high,Fiat,Punto,80-90k,84828,70,2015,7699.0,Benzin,Gear type manual,Limousine
YZ42704,IT,3,3- Appropriate,Fiat,Panda,20-30k,26206,70,2017,9999.0,Benzin,Gear type manual,Limousine
UP30279,DE,4,4- A little high,Mazda,3,80-90k,80336,115,2013,10890.0,Diesel,Gear type manual,Limousine
YS35823,IT,4,4- A little high,Renault,Captur,50-60k,54335,90,2015,12399.0,Diesel,Gear type manual,SUV
KA45985,BE,3,3- Appropriate,Honda,Civic,100k+,121464,182,2017,18499.0,Benzin,Gear type automatic,Limousine
EH20572,IT,2,2- Good,Fiat,Panda,0-10k,5794,70,2019,11499.0,Benzin,Gear type manual,Limousine
LV53394,IT,3,3- Appropriate,Alfa Romeo,Giulia,100k+,116309,180,2016,19899.0,Diesel,Gear type automatic,Limousine
ZS31645,AT,1,1- Very Good,Mercedes-Benz,C-Klasse,100k+,124817,115,2016,18990.0,Diesel,Gear type automatic,Kombi
HL31304,PL,4,4- A little high,Volkswagen,Passat,100k+,152454,150,2017,14765.0,Diesel,Gear type manual,Kombi
EE38465,BE,5,5- Too high,Kia,Niro,50-60k,56127,104,2019,20950.0,Hybrid,Gear type automatic,SUV
XE94472,DE,3,3- Appropriate,Seat,Leon,70-80k,73306,150,2015,17618.0,Benzin,Gear type automatic,Kombi
NW89661,DE,5,5- Too high,Mercedes-Benz,V-Klasse,100k+,100887,163,2015,31417.0,Diesel,Gear type automatic,Bus
HP50411,BE,5,5- Too high,BMW,X1,50-60k,50869,136,2020,27950.0,Benzin,Gear type automatic,SUV
SW77663,BE,3,3- Appropriate,Opel,Astra GTC,100k+,121240,110,2017,11150.0,Diesel,Gear type manual,Coupe
GX98130,AT,4,4- A little high,Renault,Captur,20-30k,24317,90,2018,15290.0,Benzin,Gear type manual,SUV
MX10652,IT,4,4- A little high,Jeep,Renegade,90-100k,93502,140,2017,17999.0,Diesel,Gear type manual,SUV
LH10446,DE,4,4- A little high,Volkswagen,up!,50-60k,54842,75,2016,9620.0,Benzin,Gear type manual,Limousine
WX44496,AT,4,4- A little high,Renault,Megane,60-70k,64894,132,2017,15390.0,Benzin,Gear type manual,Kombi
HL83901,IT,4,4- A little high,BMW,3er,50-60k,53087,150,2019,22999.0,Diesel,Gear type automatic,Kombi
LS04274,PL,4,4- A little high,Nissan,Qashqai,100k+,161056,130,2015,14085.0,Diesel,Gear type manual,SUV
GG52446,IT,2,2- Good,BMW,3er,100k+,139472,150,2017,15999.0,Diesel,Gear type automatic,Kombi
JL44194,DE,4,4- A little high,Toyota,AYGO,20-30k,27412,72,2018,11826.0,Benzin,Gear type manual,Kombi
GH13943,IT,4,4- A little high,Mercedes-Benz,C-Klasse,100k+,106065,170,2013,13499.0,Diesel,Gear type automatic,Kombi
KL72006,PL,3,3- Appropriate,Toyota,Auris,100k+,135497,100,2016,14774.0,Hybrid,Gear type automatic,Limousine
HR15144,AT,5,5- Too high,Volkswagen,Tiguan,90-100k,93186,190,2017,28890.0,Diesel,duplex,SUV
HV67400,IT,3,3- Appropriate,Opel,Mokka,40-50k,44487,140,2014,13199.0,Benzin,Gear type manual,SUV
ER72785,PL,5,5- Too high,Kia,Sportage,80-90k,88841,132,2017,17416.0,Benzin,Gear type manual,SUV
NM62783,DE,1,1- Very Good,Volkswagen,Passat,60-70k,66674,125,2015,16255.0,Benzin,Gear type manual,Limousine
MX70911,BE,4,4- A little high,Mercedes-Benz,CLA-Klasse,70-80k,79331,122,2013,16750.0,Benzin,Gear type manual,Limousine
CB16731,IT,4,4- A little high,Mercedes-Benz,B-Klasse,20-30k,24315,110,2013,14099.0,Diesel,Gear type manual,Van
ZB44914,PL,5,5- Too high,Nissan,Qashqai,40-50k,49287,115,2014,12651.0,Benzin,Gear type manual,SUV
VD96811,IT,3,3- Appropriate,Toyota,RAV 4,50-60k,56205,218,2019,28999.0,Hybrid,Gear type automatic,SUV
EN14555,DE,4,4- A little high,Dacia,Duster,30-40k,39253,125,2017,14190.0,Benzin,Gear type manual,SUV
VA43364,AT,5,5- Too high,BMW,1er,60-70k,64642,110,2015,13690.0,Benzin,Gear type manual,Limousine
LY53384,IT,5,5- Too high,BMW,X6,100k+,126130,258,2016,35799.0,Diesel,Gear type automatic,SUV
LZ20499,DE,4,4- A little high,Jeep,Grand Cherokee,100k+,108104,190,2015,24990.0,Diesel,Gear type automatic,SUV
GU86963,DE,5,5- Too high,Nissan,Qashqai,20-30k,23746,158,2020,27541.0,Benzin,Gear type automatic,SUV
SS96339,DE,2,2- Good,BMW,2er,30-40k,32063,135,2015,17990.0,Benzin,Gear type automatic,Van
ZW92026,DE,5,5- Too high,Mercedes-Benz,GLC-Klasse,80-90k,86547,170,2017,31290.0,Diesel,Gear type automatic,SUV
EG20449,DE,2,2- Good,Ford,Fiesta,30-40k,37508,100,2017,13850.0,Benzin,Gear type manual,Limousine
EH44077,DE,4,4- A little high,Jeep,Renegade,80-90k,86488,140,2017,17549.0,Benzin,Gear type automatic,SUV
ZC51879,BE,4,4- A little high,Mercedes-Benz,A-Klasse,100k+,105038,122,2015,15750.0,Benzin,Gear type automatic,Limousine
JN79107,DE,4,4- A little high,Mercedes-Benz,C-Klasse,90-100k,90597,185,2016,22642.0,Benzin,Gear type automatic,Limousine
JX96679,IT,5,5- Too high,Fiat,Tipo,50-60k,54519,95,2017,11299.0,Benzin,Gear type manual,Limousine
VV91013,DE,1,1- Very Good,Seat,Leon,100k+,105581,150,2016,15243.0,Benzin,Gear type manual,Kombi
WD62655,IT,2,2- Good,Mercedes-Benz,B-Klasse,100k+,100500,110,2013,12099.0,Diesel,Gear type manual,Van
BA70827,PL,4,4- A little high,Volvo,XC 60,100k+,131621,180,2014,15103.0,Diesel,Gear type manual,SUV
FJ26665,DE,5,5- Too high,Hyundai,Tucson,20-30k,23686,150,2020,30490.0,Benzin,Gear type manual,SUV
JN92453,IT,2,2- Good,Jeep,Compass,80-90k,85241,120,2018,20999.0,Diesel,Gear type manual,SUV
