company,cars_bought,type_buyer,frequency,recency,monetary,hp,age,mileage,sell_price,share_gear_type_1140_1141,share_gear_type_1139,share_gear_type_1138,share_fuel_type_1140,share_fuel_type_1139,share_fuel_type_other,profit_per_car
Autowelt Schuler GmbH,64,Top_buyer,8,6,12,155,2016,65928,18173,0.515625,0.09375,0.390625,0.328125,0.65625,0.015625,471.875
WERKPLAATSWINKEL.NL,3,Small_buyer,2,3,5,79,2015,49420,9791,0,0.333333333,0.666666667,0,0.666666667,0.333333333,671.3333333
"Auto Sauerland, Inh. Murat Balaban",1,Small_buyer,1,8,2,100,2008,134563,2400,0,0,1,0,1,0,254
ANIDI COMTAL S.R.L.,9,Small_buyer,3,8,7,144,2012,188389,7986,0.111111111,0,0.888888889,0.888888889,0.111111111,0,755
Ihr Traumauto GmbH,3,Small_buyer,2,10,3,153,2005,150263,2174,0,0.333333333,0.666666667,0.333333333,0.666666667,0,1
BVBA AUTO'S LUK DE SMEDT,1,Small_buyer,1,10,4,102,2018,46122,15079,1,0,0,0,1,0,1336
SI -AGENT D.O.O.,1,Small_buyer,1,7,4,150,2016,144783,11441,0,0,1,1,0,0,1097
Balantero s.r.o.,6,Small_buyer,3,10,5,125,2010,172691,4828,0,0,1,0.666666667,0.333333333,0,419.8333333
A.E.R.S. COMPANY S.R.L.,1,Small_buyer,1,10,2,110,2012,255051,3749,0,0,1,1,0,0,944
HELDER JOAQUIM LEMOS NEVES,2,Small_buyer,1,9,3,122,2010,124770,4204,0.5,0,0.5,0,1,0,391.5
"Stracke Automobile Kraftfahrzeughandel&Vermittlung, Inh. Kai Stracke",11,Small_buyer,4,3,6,94,2005,70519,3452,0.272727273,0,0.727272727,0,1,0,623.2727273
Tesi-Car Kft.,11,Small_buyer,4,4,7,170,2007,177247,4607,0,0.181818182,0.818181818,0.181818182,0.818181818,0,373.2727273
Bogdan Cardos e.U.,1,Small_buyer,1,8,2,185,1999,174566,2040,0,0,1,1,0,0,191
SARL ASA FRANCE DISTRIBUTION,1,Small_buyer,1,10,4,125,2018,107109,18893,0,0,1,1,0,0,1637
"Das Bärle Kfz, Inh. Elke Weirauch-Glauben",1,Small_buyer,1,10,2,80,2006,83588,3186,1,0,0,0,1,0,547
Rešer d.o.o.,2,Small_buyer,1,6,4,159,2013,167768,8750,0,0,1,1,0,0,513.5
Autohaus Igel GmbH & Co. KG,3,Small_buyer,2,10,6,130,2018,33449,15312,0,0,1,0,1,0,217.3333333
AFOI DOYMANIDI O E||AFOI DOYMANIDI,1,Small_buyer,1,10,3,60,2016,34296,6982,0,0,1,0,1,0,632
REAL BENS AUTO S.R.L.,2,Small_buyer,1,5,3,140,2009,182293,3862,0,0,1,1,0,0,-319
Autohaus Mühlherr Gmbh,2,Small_buyer,1,8,6,150,2017,83125,22946,0,0,1,1,0,0,349
Auto Freilinger GmbH,7,Small_buyer,3,8,9,175,2014,109001,21591,0,0.857142857,0.142857143,0.857142857,0.142857143,0,827.7142857
SILVER AUTÓ TRADE Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,1,Small_buyer,1,10,3,160,2014,138569,7233,0,0,1,1,0,0,749
UM AUTOCENTER GMBH,2,Small_buyer,1,7,6,181,2016,61053,17859,0.5,0.5,0,0,1,0,1216
PEDRO PAREJO BANDA,1,Small_buyer,1,10,5,313,2014,167486,20028,0,1,0,1,0,0,680
JESUS MARTINEZ CRUCIS,1,Small_buyer,1,10,3,205,2008,154693,6905,0,0,1,1,0,0,1310
Autohaus Kapust GmbH,27,Medium_buyer,6,6,10,132,2016,41622,15836,0.777777778,0.185185185,0.037037037,0.074074074,0.925925926,0,1220.259259
Ginter Automobile,1,Small_buyer,1,10,5,258,2015,135465,22177,0,1,0,1,0,0,925
EXTREME TOUR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,4,Small_buyer,2,8,4,115,2012,317287,4079,0,0,1,1,0,0,625.75
POLEAUTO,2,Small_buyer,1,7,5,155,2015,78476,11632,0.5,0,0.5,0,1,0,1200
ZHANA 45 EOOD,1,Small_buyer,1,7,7,530,2020,16412,64250,0,1,0,0,1,0,2140
Lackermann GmbH,6,Small_buyer,3,7,9,136,2018,27024,21470,0.333333333,0.166666667,0.5,0.166666667,0.833333333,0,1134.833333
CADRUPO AUTOMOBILE SRL,1,Small_buyer,1,8,4,130,2016,70228,15035,0,0,1,1,0,0,535
Autohaus Klaus Koss GmbH,10,Small_buyer,4,7,9,143,2015,57571,17214,0.2,0.3,0.5,0.5,0.5,0,913.9
Schönfelder GmbH,1,Small_buyer,1,10,4,145,2021,61350,14500,0,0,1,0,1,0,407
HERMES IRENEUSZ MACIEJEWSKI,1,Small_buyer,1,8,3,105,2012,107048,5503,0,0,1,0,1,0,792
"H&M Automobile, Inh. Mohamad Jawich",1,Small_buyer,1,6,2,170,2006,255377,1796,0,1,0,0,1,0,312
Automarkt Radeberg GmbH,5,Small_buyer,3,8,6,160,2009,100436,9230,0.2,0.2,0.6,0.6,0.4,0,936.6
Makro GmbH & Co. KG,1,Small_buyer,1,10,9,385,2020,2938,151000,1,0,0,0,1,0,3116
EU SELECT CARS SRL,9,Small_buyer,3,7,7,136,2010,205607,6678,0,0.222222222,0.777777778,0.555555556,0.444444444,0,675.6666667
SARL SHERPA AUTO - SOCIETE HOUDANAISE D E,2,Small_buyer,1,8,4,73,2017,22304,5737,0,0,1,0,1,0,656
AUTO HANDEL Krzysztof Szulęcki,7,Small_buyer,3,8,7,152,2012,169962,7564,0.285714286,0,0.714285714,0.571428571,0.428571429,0,56.14285714
DANICAR Daniel Samson,2,Small_buyer,1,7,3,145,2008,218608,2765,0,0,1,0.5,0.5,0,367
MF-cars Center Oy,7,Small_buyer,3,10,8,224,2009,217608,10819,0.142857143,0.857142857,0,0.857142857,0.142857143,0,652
"Tsalouchos Car export, Inh. Christos Tsalouchos",5,Small_buyer,3,2,2,76,2001,144777,328,0,0,1,0,1,0,89.6
Ford Bunse GmbH,2,Small_buyer,1,9,6,190,2010,69454,17507,0,0.5,0.5,0,1,0,1461.5
"Haag-Automobile, Inh. Filomena Pizzuti",1,Small_buyer,1,6,3,120,2017,121353,9782,1,0,0,1,0,0,1031
NDC EXCLUSIV AUTO S.R.L.,3,Small_buyer,2,10,3,125,2011,287142,3218,0,0,1,1,0,0,488.3333333
SIMAUTO OOD,1,Small_buyer,1,10,3,325,2011,244884,5738,0,1,0,0,1,0,740
"REVAL, Jernej Habjan s.p.",4,Small_buyer,2,8,6,132,2015,92255,9989,0,0,1,0.5,0.5,0,-354
Ing. Marek Žákovič LUIGI´S GARAGE,1,Small_buyer,1,9,2,170,2007,222477,2965,0,0,1,1,0,0,265
KUP NÁM AUTO s.r.o.,6,Small_buyer,3,9,9,205,2014,148313,18036,0,0.333333333,0.666666667,0.666666667,0.333333333,0,745.5
DYRDA PIOTR,5,Small_buyer,3,7,4,132,2008,169709,2453,0,0,1,0.2,0.8,0,149
"Sk Automobile, Inh. Sarmad Alshahwani",25,Medium_buyer,6,7,7,124,2003,129366,2602,0.04,0.72,0.24,0,1,0,222
"AVTOLIK, PRODAJA VOZIL, ENES KORAĆ S.P.",2,Small_buyer,1,10,6,190,2017,156346,19700,0.5,0.5,0,0.5,0.5,0,463.5
Autohaus Brandt GmbH,4,Small_buyer,2,10,9,190,2018,59612,31131,1,0,0,0.5,0.5,0,1009.25
"Jimmys Garage, Inh. Sinan Yildirim",5,Small_buyer,3,8,5,145,2010,113821,5136,0,0.4,0.6,0.2,0.8,0,137
P&M PARTNER MARIUSZ WOJCIECHOWSKI,21,Medium_buyer,6,4,8,141,2009,208461,4428,0.047619048,0.238095238,0.714285714,0.571428571,0.428571429,0,552.7142857
OTTOCARS S.R.L.,5,Small_buyer,3,10,5,141,2011,196253,6665,0.4,0,0.6,0.8,0.2,0,441.6
"P.U.H. ""DUET"" RYSZARD SZYMKIEWICZ",20,Medium_buyer,6,3,8,130,2010,158124,4725,0.05,0.05,0.9,0.2,0.8,0,410.6
SARL BENZ AUTO,12,Small_buyer,4,8,8,112,2012,84722,8055,0.166666667,0,0.833333333,0.166666667,0.833333333,0,930
SARL EJC Marviv auto,1,Small_buyer,1,9,2,58,1995,62969,1678,0,0,1,0,1,0,431
SHUMYK VITALII MYKOLAIOVYCH,2,Small_buyer,1,9,3,122,2011,205914,4631,0.5,0,0.5,1,0,0,1120.5
ECAUTO 88 SARL,2,Small_buyer,1,7,3,174,2008,122739,3900,0,0,1,1,0,0,284.5
KFZ-Vasilic,2,Small_buyer,1,8,4,140,2012,166823,8001,0,0,1,1,0,0,626
Optimum Maps GmbH,16,Medium_buyer,5,3,9,149,2015,96399,12261,0.5,0.1875,0.3125,0.4375,0.5625,0,456.3125
MONTBAZENS AUTO SERVICE,27,Medium_buyer,6,3,9,112,2012,75139,8478,0.074074074,0.074074074,0.851851852,0.037037037,0.962962963,0,811.2962963
GRANDI MOTORI DI LUCARELLI ALESSANDRO,10,Small_buyer,4,3,7,255,2002,149959,6809,0.1,0.3,0.6,0,1,0,-881.3
VAG-Specialist,2,Small_buyer,1,7,6,116,2017,44746,18329,0.5,0.5,0,0,0.5,0.5,1127
Pavel Malina,7,Small_buyer,3,5,5,137,2008,195673,4337,0.142857143,0.142857143,0.714285714,0.571428571,0.428571429,0,396.4285714
"Kfz-Handel Uttich, Inh. Thorsten Uttich",44,Medium_buyer,7,3,9,94,2007,51006,4707,0,0.113636364,0.886363636,0,1,0,703.5681818
"DHR VANSTRAELEN, BERT",10,Small_buyer,4,3,9,120,2020,10243,19309,0.3,0,0.7,0,1,0,563.4
Sn Automobile,1,Small_buyer,1,9,4,177,2014,183178,10731,0,1,0,1,0,0,454
TECHAUTO Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,2,Small_buyer,1,3,7,340,2013,107232,29450,0,1,0,0,0.5,0.5,1226
SAS AMG AUTO 47,1,Small_buyer,1,4,1,130,2001,71621,474,0,0,1,0,1,0,-305
"BeSa Automobile, Inh. Diellor Salihi",69,Top_buyer,8,1,11,182,2009,123174,9779,0.028985507,0.550724638,0.420289855,0.971014493,0.028985507,0,432.9275362
AUTO BENEK Krzysztof Szajwaj,15,Medium_buyer,5,1,7,120,2009,181232,4113,0,0.066666667,0.933333333,0.466666667,0.533333333,0,607.6
ALLFORCARS s.r.o.,5,Small_buyer,3,3,5,196,2010,191896,6355,0,0.4,0.6,0.6,0.4,0,94.8
AUTOMOVILES VO DRIVER ESPAÑA SL,4,Small_buyer,2,7,7,241,2012,138195,12686,0.25,0.5,0.25,0.75,0.25,0,1056.5
L.D.Company s.r.o.,9,Small_buyer,3,1,9,215,2012,189621,12830,0,0.555555556,0.444444444,0.777777778,0.222222222,0,1137.777778
Fuglholt Biler ApS,1,Small_buyer,1,10,7,345,2022,18203,60000,0,1,0,0,0,1,1899
Trust Dearl Motors,4,Small_buyer,2,7,7,164,2016,114537,14844,0.25,0.25,0.5,0.25,0.75,0,983.25
Autohaus Graser GmbH,1,Small_buyer,1,9,5,192,2017,67836,20910,0,1,0,0,1,0,1496
Ernst Dello GmbH & Co. KG - Lübeck,16,Medium_buyer,5,8,10,134,2017,40600,15655,0.125,0.625,0.25,0.125,0.875,0,788.625
""" FL & ET Group "" SH.P.K.",3,Small_buyer,2,3,6,189,2014,218432,14947,1,0,0,1,0,0,1476.666667
"E.R.cars, s.r.o.",1,Small_buyer,1,4,5,239,2019,174768,26307,1,0,0,1,0,0,774
G.O.D. AUTOMOBILE SRL,4,Small_buyer,2,10,4,135,2011,197444,4195,0,0,1,0,1,0,482.25
GARAGE DE LA MAIRIE,3,Small_buyer,2,8,4,109,2011,92726,4239,0,0,1,0.333333333,0.666666667,0,992.6666667
DE CABRIOHOEVE V.O.F.,2,Small_buyer,1,9,5,160,2013,68908,15225,0,0,1,0,1,0,1034.5
LKW Thewalt GbR,4,Small_buyer,2,1,5,147,2010,293765,5997,0,0,1,1,0,0,690
Gebrauchtwagenhaus Wittlich OHG,1,Small_buyer,1,10,5,77,2021,1232,30124,0,1,0,0,0,1,1157
A.D.R. MOTORSPORT S.A.S. DI A. DAZZAN & C.,2,Small_buyer,1,9,9,335,2007,98639,87000,0.5,0,0.5,0,1,0,2333.5
JIM AUTO D.O.O.,4,Small_buyer,2,7,4,97,2012,141788,4954,0,0,1,0.75,0.25,0,690.5
CASA,1,Small_buyer,1,10,1,55,2007,79736,608,0,0,1,0,1,0,96
TR Premium Cars,1,Small_buyer,1,8,6,441,2021,8523,49000,0,1,0,0,0,1,-7939
AUTODIAG 19,1,Small_buyer,1,10,4,333,2011,151111,13746,1,0,0,0,1,0,505
"KellmerCars, Inh. Philip Kellmer",2,Small_buyer,1,9,4,99,2010,100905,6011,0.5,0,0.5,0,1,0,919.5
"Grzegorz Maj - Firma Handlowa ""GM CARS""",2,Small_buyer,1,10,3,161,2005,210290,3064,0,1,0,0,1,0,421
GOLOV AUTO EOOD,6,Small_buyer,3,6,3,102,2006,274736,1429,0,0,1,0.5,0.333333333,0.166666667,398.1666667
TUTY AUTOMOBILE S.R.L.,1,Small_buyer,1,10,3,140,2010,265269,7313,1,0,0,1,0,0,354
RUI ALEXANDRE ESTEVENS UNIPESSOAL LDA,1,Small_buyer,1,8,4,230,2014,144312,13598,1,0,0,0,1,0,1229
F.H.U. Maciej Leszczyński,1,Small_buyer,1,8,2,130,2007,276896,2199,0,0,1,1,0,0,618
GLAMOUR GUARDIAN s.r.o.,4,Small_buyer,2,7,4,111,2008,173469,4269,0,0,1,0.25,0.75,0,591.25
JAMES AUTOSERVICE VAN DEN BERG B.V.,1,Small_buyer,1,10,5,140,2018,34419,21650,1,0,0,0,1,0,1270
ABNC AUTOMOBILES,1,Small_buyer,1,10,3,90,2016,47340,8712,0,0,1,0,1,0,889
EDITION CARS BACĂU S.R.L.,12,Small_buyer,4,6,9,157,2011,221338,10476,0.583333333,0,0.416666667,1,0,0,972.25
"SIA ""KKC""",5,Small_buyer,3,9,7,190,2012,252429,10717,0,0.4,0.6,1,0,0,169.6
AUTO BILLON ETERORRYTHMI ETAIREIA||AUTO BILLON EE,12,Small_buyer,4,3,7,97,2013,162362,5923,0,0,1,0.583333333,0.416666667,0,586.0833333
Igor Car Hungary Korlátolt Felelősségű Társaság,7,Small_buyer,3,6,4,180,2007,173453,2422,0,0.142857143,0.857142857,0.142857143,0.857142857,0,38.57142857
Tax&Co Consulting Kft,2,Small_buyer,1,10,3,138,2008,125666,4562,0,0,1,0,1,0,958.5
MARGONIS KONSTANTINOS EE,13,Small_buyer,4,8,7,87,2014,128220,4935,0,0.076923077,0.923076923,0.153846154,0.846153846,0,740.6923077
HAVALKO YURII IHOROVYCH,1,Small_buyer,1,10,4,150,2016,214549,13000,0,0,1,1,0,0,476
Dalibor Bednář,1,Small_buyer,1,10,1,60,2001,157441,640,0,0,1,0,1,0,240
Yonck automobile,24,Medium_buyer,6,2,7,85,2006,138581,2358,0.125,0,0.875,0.083333333,0.916666667,0,424.2083333
Handlarfinans Sverige AB,4,Small_buyer,2,4,9,487,2015,105722,41089,0,1,0,0.25,0.75,0,1269.5
AUTOHAUS UITZ GmbH,1,Small_buyer,1,10,6,212,2019,53441,39537,0,1,0,1,0,0,165
CAR EXPRESS KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,17,Medium_buyer,5,2,9,131,2014,55730,10692,0,0,1,0,1,0,823.7647059
Autohaus Priller Handels GmbH,5,Small_buyer,3,9,9,191,2019,53746,43279,0.2,0.8,0,0.8,0,0.2,1969.4
LESYK OLEKSII,1,Small_buyer,1,1,1,105,2007,297696,433,0,0,1,0,1,0,172
Alex Automobile GbR,7,Small_buyer,3,7,5,87,2009,87045,3312,0,0,1,0,1,0,620.5714286
MAZZOLI S.R.L.,1,Small_buyer,1,9,5,241,2019,38221,27200,0,1,0,1,0,0,792
CAR-TRANS Kamil Gieremek,8,Small_buyer,3,5,4,99,2007,208926,1764,0,0,1,0,1,0,366.25
AUTO - VaSt s.r.o.,1,Small_buyer,1,10,3,155,2011,157617,5287,1,0,0,0,1,0,287
"Wolf Cars, Inh. Andre Wolf",6,Small_buyer,3,7,8,111,2016,102717,13650,0,0,1,0.833333333,0.166666667,0,501.6666667
Suomen Autoliike Oy,1,Small_buyer,1,10,7,513,2021,47543,56175,0,1,0,0,0,1,11078
ROUMELIOTOY EVDOXIA CHRISTOS,1,Small_buyer,1,10,2,110,2014,177703,4349,0,0,1,1,0,0,456
MAGA CONTROLL Szolgáltató Korlátolt Felelősségű Társaság,1,Small_buyer,1,10,5,120,2017,55492,21362,0,1,0,0,0,1,1318
Automobiles Patrice Esch,1,Small_buyer,1,9,3,90,2018,42196,9072,0,0,1,0,1,0,687
Wash24 OÜ,1,Small_buyer,1,10,5,325,2016,156751,26329,0,1,0,0,1,0,529
"Autohaus Asberg, Inh. Enes Kulaberoglu",1,Small_buyer,1,6,2,102,2005,180631,2500,0,1,0,0,1,0,1106
Autohaus Steinhart & Kraus GmbH & Co. KG,30,Medium_buyer,7,1,11,144,2016,59805,21112,0.633333333,0.066666667,0.3,0.266666667,0.7,0.033333333,773.8333333
UNIAUTO SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,40,Medium_buyer,7,4,9,99,2013,160523,6183,0.15,0.05,0.8,0.675,0.3,0.025,1013.275
Euro Car Fleet Korlátolt Felelősségű Társaság,3,Small_buyer,2,7,2,139,2004,295089,1421,0,0.333333333,0.666666667,0.666666667,0.333333333,0,407.3333333
SZÜCS ERNŐ PÉTER E.V.,6,Small_buyer,3,1,3,96,2005,156747,912,0,0,1,0,1,0,93
BCP GmbH,4,Small_buyer,2,7,2,126,2000,199255,1023,0,0.25,0.75,0,1,0,101.5
Rinta-Joupin Autoliike Oy,23,Medium_buyer,6,10,11,281,2019,40473,40751,0.130434783,0.869565217,0,0,0,1,1750.73913
Autohaus Huber GmbH,4,Small_buyer,2,10,8,140,2019,31588,22250,0.25,0,0.75,0.25,0.75,0,200
TECNOMOTOR S.R.L,3,Small_buyer,2,8,7,133,2020,15548,19033,0,0,1,0,1,0,200
NOWIF 2015 SL,3,Small_buyer,2,9,7,143,2019,25870,18149,0.666666667,0,0.333333333,0,1,0,733
ALFA MED SRL,3,Small_buyer,2,9,3,97,2004,237566,1833,0,0,1,0.666666667,0.333333333,0,337
ABDELKARIM ZAAROURI BOUAGAD,1,Small_buyer,1,7,2,170,2007,231435,3674,0,0,1,1,0,0,904
AUTO MELODIE,1,Small_buyer,1,7,4,385,2008,169259,11300,0,1,0,0,1,0,366
Sa-Sa Racing Car Kereskedelmi Korlátolt Felelősségű Társaság,19,Medium_buyer,5,3,6,119,2007,219936,2568,0,0,1,0.684210526,0.315789474,0,496.3684211
AUTO XXL DI NICOLAE,3,Small_buyer,2,10,4,128,2011,260925,5583,0.666666667,0,0.333333333,1,0,0,642
PK Automobile GmbH,2,Small_buyer,1,10,4,128,2009,161936,5313,0.5,0,0.5,0,1,0,619.5
Garage All-Round B.V.,3,Small_buyer,2,9,7,185,2018,47391,23103,0,1,0,0,1,0,833.6666667
CH Auto s.r.o.,4,Small_buyer,2,7,4,135,2009,143234,4141,0,0,1,0,1,0,575
AUTO MARNICK BVBA,19,Medium_buyer,5,1,9,111,2016,76882,12026,0.157894737,0,0.842105263,0.105263158,0.894736842,0,111.1052632
Tek Car Distribution S.A R.L.,13,Small_buyer,4,3,9,107,2019,20136,17967,0.153846154,0.615384615,0.230769231,0.153846154,0.230769231,0.615384615,565.2307692
Ionut-Gheorghe Malan,19,Medium_buyer,5,5,8,156,2009,267048,4974,0.578947368,0.105263158,0.315789474,0.842105263,0.157894737,0,554.3684211
AHG Westrich GmbH,1,Small_buyer,1,1,4,110,2015,87547,10206,0,0,1,0,1,0,912
Sielemann Automobile e.K.,36,Medium_buyer,7,6,11,124,2019,25784,21009,0.055555556,0.138888889,0.805555556,0.138888889,0.722222222,0.138888889,981.9722222
Vlastimil Polanský,5,Small_buyer,3,3,6,117,2012,142425,7034,0,0,1,0.6,0.4,0,750.4
GARAGE FANCAR INVEST SPRL,4,Small_buyer,2,10,5,85,2011,61573,5228,0.25,0,0.75,0,1,0,233.5
"AUTO-HANDEL ""KRZYSIO"" KRZYSZTOF WIECZOREK",1,Small_buyer,1,10,1,80,2006,185317,610,0,0,1,0,1,0,240
PAPANIKOS KONSTANTINOS PETROS TWINS REAL ESTATE AGENT,1,Small_buyer,1,10,2,130,2013,214969,3573,0,0,1,1,0,0,625
"MS Automobile, Inh. Mikael Satin",18,Medium_buyer,5,3,6,94,2008,131158,2414,0,0.055555556,0.944444444,0.166666667,0.833333333,0,516.3333333
SAS GARAGE JEAN PIERRE BROUSSOLLE,1,Small_buyer,1,9,3,170,2010,125281,8740,0,0,1,1,0,0,814
AUTOLIDER - Ltd.,1,Small_buyer,1,10,2,150,2005,191811,3393,0,0,1,0,1,0,562
AMP PIOTR PORZUCEK,5,Small_buyer,3,7,3,144,2009,211897,1728,0,0.2,0.8,0.4,0.6,0,0.8
SCORE 16 MOTORS,9,Small_buyer,3,6,7,162,2008,94639,8113,0,0.111111111,0.888888889,0.111111111,0.888888889,0,174.1111111
IONIQ AUTO KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,2,Small_buyer,1,4,4,95,2009,165525,6849,0,0.5,0.5,0,0.5,0.5,784.5
AUTO OSKAR KAMILA TOMASIK,3,Small_buyer,2,9,6,158,2016,138561,13014,0,0,1,1,0,0,366.6666667
ALEJANDRO ELBAL SEGURA,3,Small_buyer,2,8,5,174,2010,263692,8371,0,0.333333333,0.666666667,1,0,0,832.6666667
AIS Dresden GmbH,3,Small_buyer,2,6,7,108,2018,33111,19875,0,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,877.6666667
KURMAN VADYM OLEKSANDROVYCH,40,Medium_buyer,7,1,9,109,2009,236980,3246,0.025,0.05,0.925,0.275,0.675,0.05,504.25
SASU ALL CARS,2,Small_buyer,1,6,2,81,2005,78856,1236,0,0,1,0,1,0,386.5
"KUPCZAK ZBIGNIEW FIRMA HANDLOWO USŁUGOWA ""SPRINT - CAR""",3,Small_buyer,2,8,2,80,2009,181629,1535,0,0,1,0,1,0,445.3333333
Mohamad Walid Awad,2,Small_buyer,1,5,2,106,2002,161222,1238,0,0.5,0.5,0,1,0,408.5
Tomáš Krajc,10,Small_buyer,4,3,5,119,2008,194294,3192,0,0,1,0.5,0.5,0,554.6
GARAGE PAWLOWICZ,2,Small_buyer,1,10,5,200,2011,90921,15439,0,0,1,1,0,0,785
RIJK AUTO'S V.O.F.,50,Top_buyer,8,1,10,129,2010,147900,5756,0.02,0.06,0.92,0,1,0,391.62
MEX AUTO Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,20,Medium_buyer,6,7,4,109,2004,210828,801,0,0.1,0.9,0.45,0.55,0,242.25
Automobile Gamil Kakar,1,Small_buyer,1,10,3,155,2011,130571,8400,0,0,1,0,1,0,1337
AUTOPILOT d.o.o.,2,Small_buyer,1,10,5,145,2015,108126,13350,0,0,1,1,0,0,485
Primary Autó Korlátolt Felelősségű Társaság,4,Small_buyer,2,3,6,64,2014,53015,11145,0.25,0.75,0,0,0,1,894.25
Arm-concept,74,Top_buyer,9,1,10,114,2008,146402,3541,0.094594595,0.081081081,0.824324324,0.027027027,0.959459459,0.013513514,731.2567568
Elton Karaj,1,Small_buyer,1,9,1,110,2008,516580,996,0,1,0,1,0,0,353
Rodis Automotive,5,Small_buyer,3,7,5,119,2011,142519,6056,0,0,1,0,1,0,510
Conrady Automobile GmbH & Co. KG,11,Small_buyer,4,7,10,191,2018,36781,32936,0.454545455,0.454545455,0.090909091,0.454545455,0.545454545,0,-544.4545455
"Autodiscount A7, Inh. Abdol Reza Hashempour-Kargar",3,Small_buyer,2,10,2,87,2004,109938,1383,0,0,1,0,1,0,384.6666667
MICCAR Paweł Stępień,2,Small_buyer,1,8,2,110,2006,169222,2427,0,0,1,0,1,0,491
"ES automobile, Inh. Eray Sentürk",55,Top_buyer,8,3,7,107,2003,154652,1157,0.054545455,0.090909091,0.854545455,0.163636364,0.836363636,0,278.7636364
AUTO FAVORIT,40,Medium_buyer,7,1,7,92,2006,154895,1426,0.025,0.05,0.925,0.15,0.85,0,336.55
AH Mayrhoermann GmbH,1,Small_buyer,1,6,4,85,2018,27900,12699,0,1,0,0,1,0,1193
"A.T. Autohandel, Inh. Alexander Tatarintsev",7,Small_buyer,3,6,5,100,2006,125841,3529,0.142857143,0,0.857142857,0.571428571,0.428571429,0,628.1428571
SAS GARAGES FRANCOIS,4,Small_buyer,2,8,7,148,2017,55943,18183,0,0.5,0.5,0.5,0.5,0,1215.5
Johs. Meyer GmbH,22,Medium_buyer,6,5,9,93,2016,63149,7630,0,0.090909091,0.909090909,0.045454545,0.954545455,0,487.7727273
AMZ-Fahrzeugpflege Inh.Darko Zivkovic,2,Small_buyer,1,8,5,225,2010,148466,10928,0.5,0.5,0,0.5,0.5,0,898
Garage 58 Carsales,2,Small_buyer,1,7,7,253,2016,97488,28975,0.5,0.5,0,1,0,0,-1777
Freeroad B.V.,1,Small_buyer,1,6,4,121,2019,40797,17517,0,1,0,0,1,0,1948
VEENAUTO.NL V.O.F.,3,Small_buyer,2,9,7,147,2017,41331,20132,0.666666667,0.333333333,0,0,1,0,976.6666667
"""Marcel"" Marcin Zaraś",1,Small_buyer,1,8,2,102,2001,450729,1047,0,0,1,1,0,0,361
CHATZIGOULAS AE,8,Small_buyer,3,6,6,78,2015,86565,5559,0,0,1,0,1,0,607.75
Gm Cars,1,Small_buyer,1,8,6,245,2018,25843,37800,0,1,0,1,0,0,-2181
Zanyi és Társa Kft.,2,Small_buyer,1,8,5,354,2011,212134,12900,0.5,0.5,0,0.5,0.5,0,-784.5
ALEKS GARAGE,2,Small_buyer,1,8,4,105,2011,104376,5979,0,0,1,0,1,0,567.5
MODERNA CARS,3,Small_buyer,2,5,5,155,2011,131806,10264,0.333333333,0,0.666666667,0.333333333,0.666666667,0,-107
Sergej Teske,5,Small_buyer,3,3,5,143,2011,148884,6521,0.4,0.2,0.4,0.2,0.8,0,665
"Möller Automobile, Inh. Martinus Möller",34,Medium_buyer,7,6,6,84,2000,100242,1340,0,0.117647059,0.882352941,0.058823529,0.941176471,0,264.0294118
Mengelers Toyota Venlo B.V.,4,Small_buyer,2,10,7,93,2017,53194,15422,0,1,0,0,0,1,1220.75
LOVASSO CLASSICS SL,2,Small_buyer,1,8,3,145,2007,121707,3605,0.5,0,0.5,0,1,0,440
König Neu&Gebrauchtfahrzeuge,1,Small_buyer,1,8,4,170,1990,135291,12640,0,1,0,0,1,0,-1667
F.H.U. AUTO HANDEL WIŚNIEWSKI MARCIN,4,Small_buyer,2,10,5,130,2011,154702,7275,0,0,1,0.5,0.5,0,732.25
GROUPE KOALA - SAS K2 AUTO - NIMES - CITROEN,5,Small_buyer,3,9,8,129,2017,31056,18467,0.4,0.2,0.4,0,1,0,1339.8
THE SHOW ROOM GARAGE MONOPROSOPI IKE || THE SHOW ROOM GARAGE,3,Small_buyer,2,8,6,147,2012,116397,14044,0,0.333333333,0.666666667,0.666666667,0.333333333,0,1280.666667
GROUPE MALBET - AUTO PASSION - AGEN - LAND ROVER JAGUAR MULTI,2,Small_buyer,1,10,7,190,2014,73244,26462,0.5,0,0.5,0.5,0.5,0,-1025
LeKs Firma Handlowa Leszek Książek,2,Small_buyer,1,2,3,132,2010,216796,4401,0,0,1,0,1,0,682
JAM MOTOR 2010 SL,2,Small_buyer,1,10,10,423,2019,31393,158475,0,1,0,0.5,0.5,0,2396
SARL FC IMPORT AUTO,3,Small_buyer,2,4,7,151,2007,164849,23150,0.333333333,0.333333333,0.333333333,1,0,0,1425
