Days,Benfica - Stock,Benfica - League,Benfica - Home,Benfica - Opponent,Benfica - Spectators,Benfica - Ranking,Benfica - Points,Benfica - Entry Players,Benfica - Entry Values,Benfica - Exit Players,Benfica - Exit Values,Porto - Stock,Porto - League,Porto - Home,Porto - Opponent,Porto - Spectators,Porto - Ranking,Porto - Points,Porto - Entry Players,Porto - Entry Values,Porto - Exit Players,Porto - Exit Values,Sporting - Stock,Sporting - League,Sporting - Home,Sporting - Opponent,Sporting - Spectators,Sporting - Ranking,Sporting - Points,Sporting - Entry Players,Sporting - Entry Values,Sporting - Exit Players,Sporting - Exit Values,Ajax - Stock,Ajax - League,Ajax - Home,Ajax - Opponent,Ajax - Spectators,Ajax - Ranking,Ajax - Points,Ajax - Entry Players,Ajax - Entry Values,Ajax - Exit Players,Ajax - Exit Values,Dortmund - Stock,Dortmund - League,Dortmund - Home,Dortmund - Opponent,Dortmund - Spectators,Dortmund - Ranking,Dortmund - Points,Dortmund - Entry Players,Dortmund - Entry Values,Dortmund - Exit Players,Dortmund - Exit Values,Juventus - Stock,Juventus - League,Juventus - Home,Juventus - Opponent,Juventus - Spectators,Juventus - Ranking,Juventus - Points,Juventus - Entry Players,Juventus - Entry Values,Juventus - Exit Players,Juventus - Exit Values,Manchester United - Stock,Manchester United - League,Manchester United - Home,Manchester United - Opponent,Manchester United - Spectators,Manchester United - Ranking,Manchester United - Points,Manchester United - Entry Players,Manchester United - Entry Values,Manchester United - Exit Players,Manchester United - Exit Values,Lyon - Stock,Lyon - League,Lyon - Home,Lyon - Opponent,Lyon - Spectators,Lyon - Ranking,Lyon - Points,Lyon - Entry Players,Lyon - Entry Values,Lyon - Exit Players,Lyon - Exit Values,Copenhagen - Stock,Copenhagen - League,Copenhagen - Home,Copenhagen - Opponent,Copenhagen - Spectators,Copenhagen - Ranking,Copenhagen - Points,Copenhagen - Entry Players,Copenhagen - Entry Values,Copenhagen - Exit Players,Copenhagen - Exit Values,Braga - Stock,Braga - League,Braga - Home,Braga - Opponent,Braga - Spectators,Braga - Ranking,Braga - Points,Braga - Entry Players,Braga - Entry Values,Braga - Exit Players,Braga - Exit Values,Roma - Stock,Roma - League,Roma - Home,Roma - Opponent,Roma - Spectators,Roma - Ranking,Roma - Points,Roma - Entry Players,Roma - Entry Values,Roma - Exit Players,Roma - Exit Values,Milan - Stock,Milan - League,Milan - Home,Milan - Opponent,Milan - Spectators,Milan - Ranking,Milan - Points,Milan - Entry Players,Milan - Entry Values,Milan - Exit Players,Milan - Exit Values
29/04/2023,,30.000,F,Gil Vicente,11694,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.000,C,Portimonense,16005,3,3,,,,,,32.000,C,AC Milan,64191,4,1,,,,,,32.000,F,AS Roma,64191,3,,,,,
28/04/2023,3.830,,,,,,,,,,,3.830,,,,,,,,,,,3.830,,,,,,,,,,,3.830,,,,,,,,,,,3.830,30.000,F,Bochum,26000,1,1,,,,,3.830,,,,,,,,,,,3.830,,,,,,,,,,,3.830,33.000,F,R. Strasbourg,25360,7,3,,,,,3.830,,,,,,,,,,,3.830,,,,,,,,,,,3.830,,,,,,,,,,,3.830,,,,,,,,,,
27/04/2023,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,33.000,F,Tottenham,61586,4,1,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,
26/04/2023,3.680,,,,,,,,,,,3.680,Meias-Finais,F,Famalicão,,,3,,,,,3.680,,,,,,,,,,,3.680,,,,,,,,,,,3.680,,,,,,,,,,,3.680,Meias-Finais,F,Inter,75491,,0,,,,,3.680,,,,,,,,,,,3.680,,,,,,,,,,,3.680,Meias-Finais,F,Nordsjaelland,,,0,,,,,3.680,,,,,,,,,,,3.680,,,,,,,,,,,3.680,,,,,,,,,,
25/04/2023,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,Meias-Finais,C,CD Nacional,5603,,1,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,
24/04/2023,3.660,,,,,,,,,,,3.660,,,,,,,,,,,3.660,29.000,F,Vitória SC,21893,4,3,,,,,3.660,,,,,,,,,,,3.660,,,,,,,,,,,3.660,,,,,,,,,,,3.660,,,,,,,,,,,3.660,,,,,,,,,,,3.660,,,,,,,,,,,3.660,,,,,,,,,,,3.660,31.000,F,Atalanta BC,19445,3,0,,,,,3.660,,,,,,,,,,
23/04/2023,,29.000,C,Estoril,58062,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.000,F,PSV,35500,2,0,,,,,,,,,,,,,,,,,31.000,C,Nápoles,39839,,0,,,,,,Meias-Finais,F,Brighton,81445,,0,,,,,,32.000,C,Marselha,57509,7,0,,,,,,26.000,F,Aarhus GF,18082,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.000,C,Lecce,72614,4,,,,,
22/04/2023,,,,,,,,,,,,,29.000,F,Paços Ferreira,7852,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.000,C,Frankfurt,81365,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/04/2023,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,,3.640,29.000,F,Casa Pia,1016,3,3,,,,,3.640,,,,,,,,,,,3.640,,,,,,,,,,
20/04/2023,3.620,,,,,,,,,,,3.620,,,,,,,,,,,3.620,Quartos de final,C,Juventus,45903,,1,,,,,3.620,,,,,,,,,,,3.620,,,,,,,,,,,3.620,Quartos de final,F,Sporting,45903,,1,,,,,3.620,Quartos de final,F,Sevilha FC,41974,,0,,,,,3.620,,,,,,,,,,,3.620,,,,,,,,,,,3.620,,,,,,,,,,,3.620,Quartos de final,C,Feyenoord,66742,,3,,,,,3.620,,,,,,,,,,
19/04/2023,3.720,Quartos de final,F,Inter,75380,,1,,,,,3.720,,,,,,,,,,,3.720,,,,,,,,,,,3.720,,,,,,,,,,,3.720,,,,,,,,,,,3.720,,,,,,,,,,,3.720,,,,,,,,,,,3.720,,,,,,,,,,,3.720,,,,,,,,,,,3.720,,,,,,,,,,,3.720,,,,,,,,,,,3.720,,,,,,,,,,
18/04/2023,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,Quartos de final,F,Nápoles,52728,,,,,,
17/04/2023,3.730,,,,,,,,,,,3.730,,,,,,,,,,,3.730,,,,,,,,,,,3.730,,,,,,,,,,,3.730,,,,,,,,,,,3.730,,,,,,,,,,,3.730,,,,,,,,,,,3.730,,,,,,,,,,,3.730,,,,,,,,,,,3.730,,,,,,,,,,,3.730,,,,,,,,,,,3.730,,,,,,,,,,
16/04/2023,,,,,,,,,,,,,,,,,,,,,,,,28.000,C,Arouca,25584,4,1,,,,,,29.000,C,FC Emmen,53801,2,3,,,,,,,,,,,,,,,,,30.000,F,Sassuolo,19566,,0,,,,,,31.000,F,Nottm Forest,29435,4,3,,,,,,,,,,,,,,,,,25.000,C,Viborg FF,26947,,3,,,,,,28.000,C,Gil Vicente,18197,3,3,,,,,,30.000,C,Udinese Calcio,61015,3,3,,,,,,,,,,,,,,,
15/04/2023,,28.000,F,Chaves,8297,1,0,,,,,,28.000,C,Santa Clara,40708,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.000,F,Estugarda,47900,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.000,F,Bolonha,29024,4,1,,,,
14/04/2023,3.800,,,,,,,,,,,3.800,,,,,,,,,,,3.800,,,,,,,,,,,3.800,,,,,,,,,,,3.800,,,,,,,,,,,3.800,,,,,,,,,,,3.800,,,,,,,,,,,3.800,31.000,F,Toulouse,28302,7,3,,,,,3.800,,,,,,,,,,,3.800,,,,,,,,,,,3.800,,,,,,,,,,,3.800,,,,,,,,,,
13/04/2023,3.830,,,,,,,,,,,3.830,,,,,,,,,,,3.830,Quartos de final,F,Juventus,38490,,0,,,,,3.830,,,,,,,,,,,3.830,,,,,,,,,,,3.830,Quartos de final,C,Sporting,38490,,3,,,,,3.830,Quartos de final,C,Sevilha FC,72825,,1,,,,,3.830,,,,,,,,,,,3.830,,,,,,,,,,,3.830,,,,,,,,,,,3.830,Quartos de final,F,Feyenoord,42960,,0,,,,,3.830,,,,,,,,,,
12/04/2023,3.760,,,,,,,,,,,3.760,,,,,,,,,,,3.760,,,,,,,,,,,3.760,,,,,,,,,,,3.760,,,,,,,,,,,3.760,,,,,,,,,,,3.760,,,,,,,,,,,3.760,,,,,,,,,,,3.760,,,,,,,,,,,3.760,Meias-Finais,F,CD Nacional,556,,3,,,,,3.760,,,,,,,,,,,3.760,Quartos de final,C,Nápoles,74742,,3,,,,
11/04/2023,3.900,Quartos de final,C,Inter,62594,,0,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,
10/04/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.000,F,Randers FC,7324,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2023,,,,,,,,,,,,,,,,,,,,,,,,27.000,F,Casa Pia,10509,4,3,,,,,,28.000,C,Fortuna Sittard,54231,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.000,C,Rennes,44671,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/04/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.000,C,U. Berlim,81365,2,3,,,,,,29.000,F,Lázio,55000,,0,,,,,,30.000,C,Everton,73509,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.000,C,Estoril,15507,3,3,,,,,,29.000,F,Torino,22142,4,3,,,,,,,,,,,,,,,
07/04/2023,,27.000,C,FC Porto,62028,1,0,,,,,,27.000,F,Benfica,62028,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.000,C,FC Empoli,70286,3,1,,,,
06/04/2023,3.860,,,,,,,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,,3.860,Quartos de final,F,Vejle BK,10021,,1,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,
05/04/2023,3.800,,,,,,,,,,,3.800,,,,,,,,,,,3.800,25.000,F,Gil Vicente,8076,4,1,,,,,3.800,Meias-Finais,F,Feyenoord,47500,,3,,,,,3.800,Quartos de final,F,Leipzig,47069,,0,,,,,3.800,,,,,,,,,,,3.800,25.000,C,Brentford,73309,3,3,,,,,3.800,Meias-Finais,F,FC Nantes,34687,,0,,,,,3.800,,,,,,,,,,,3.800,,,,,,,,,,,3.800,,,,,,,,,,,3.800,,,,,,,,,,
04/04/2023,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,Meias-Finais,C,Inter,40093,,1,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,
03/04/2023,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,
02/04/2023,,26.000,F,Rio Ave,4134,1,3,,,,,,26.000,C,Portimonense,35802,,3,,,,,,,,,,,,,,,,,27.000,F,Go Ahead Eagles,9911,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.000,F,Newcastle,52268,4,0,,,,,,29.000,F,PSG,47000,10,3,,,,,,23.000,C,Nordsjaelland,30671,,3,,,,,,26.000,F,Chaves,5454,3,3,,,,,,28.000,C,UC Sampdoria,62108,5,3,,,,,,28.000,F,Nápoles,54146,4,3,,,,
01/04/2023,,,,,,,,,,,,,,,,,,,,,,,,26.000,C,Santa Clara,31603,4,3,,,,,,,,,,,,,,,,,26.000,F,Bayern,75024,1,0,,,,,,28.000,C,Hellas Verona,40105,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2023,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,
30/03/2023,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,,3.750,,,,,,,,,,
29/03/2023,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,
28/03/2023,3.780,,,,,,,,,,,3.780,,,,,,,,,,,3.780,,,,,,,,,,,3.780,,,,,,,,,,,3.780,,,,,,,,,,,3.780,,,,,,,,,,,3.780,,,,,,,,,,,3.780,,,,,,,,,,,3.780,,,,,,,,,,,3.780,,,,,,,,,,,3.780,,,,,,,,,,,3.780,,,,,,,,,,
27/03/2023,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,
26/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2023,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,
23/03/2023,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,
22/03/2023,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,
21/03/2023,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,
20/03/2023,3.880,,,,,,,,,,,3.880,,,,,,,,,,,3.880,,,,,,,,,,,3.880,,,,,,,,,,,3.880,,,,,,,,,,,3.880,,,,,,,,,,,3.880,,,,,,,,,,,3.880,,,,,,,,,,,3.880,,,,,,,,,,,3.880,,,,,,,,,,,3.880,,,,,,,,,,,3.880,,,,,,,,,,
19/03/2023,,,,,,,,,,,,,25.000,F,Braga,22256,,1,,,,,,,,,,,,,,,,,26.000,C,Feyenoord,54917,2,0,,,,,,,,,,,,,,,,,27.000,F,Inter,75224,,3,,,,,,Quartos de final,C,FC Fulham,73511,,3,,,,,,,,,,,,,,,,,22.000,C,Viborg FF,32678,,3,,,,,,25.000,C,FC Porto,22256,3,1,,,,,,27.000,F,Lázio,62000,5,0,,,,,,,,,,,,,,,
18/03/2023,,25.000,C,Vitória SC,59374,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.000,C,Colónia,81365,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.000,F,Udinese Calcio,24992,4,0,,,,
17/03/2023,3.820,,,,,,,,,,,3.820,,,,,,,,,,,3.820,,,,,,,,,,,3.820,,,,,,,,,,,3.820,,,,,,,,,,,3.820,,,,,,,,,,,3.820,,,,,,,,,,,3.820,28.000,C,FC Nantes,38880,10,1,,,,,3.820,,,,,,,,,,,3.820,,,,,,,,,,,3.820,,,,,,,,,,,3.820,,,,,,,,,,
16/03/2023,3.790,,,,,,,,,,,3.790,,,,,,,,,,,3.790,Oitavos de final,F,Arsenal,59929,,0,,,,,3.790,,,,,,,,,,,3.790,,,,,,,,,,,3.790,Oitavos de final,F,Friburgo,33420,,3,,,,,3.790,Oitavos de final,F,Betis,54643,,3,,,,,3.790,,,,,,,,,,,3.790,,,,,,,,,,,3.790,,,,,,,,,,,3.790,Oitavos de final,F,Real Sociedad,35054,,1,,,,,3.790,,,,,,,,,,
15/03/2023,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,
14/03/2023,3.810,,,,,,,,,,,3.810,Oitavos de final,C,Inter,48015,,1,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,,3.810,,,,,,,,,,
13/03/2023,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,26.000,C,Salernitana,71870,5,1,,,,
12/03/2023,,24.000,F,Marítimo,10547,1,3,,,,,,,,,,,,,,,,,24.000,C,Boavista,27535,4,3,,,,,,25.000,F,Heerenveen,25500,2,3,,,,,,,,,,,,,,,,,26.000,C,UC Sampdoria,35166,,3,,,,,,27.000,C,Southampton,73439,3,1,,,,,,,,,,,,,,,,,21.000,F,AC Horsens,5973,,3,,,,,,,,,,,,,,,,,26.000,C,Sassuolo,60816,4,0,,,,,,,,,,,,,,,
11/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.000,F,Schalke,61571,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.000,F,Vizela,3682,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2023,3.870,,,,,,,,,,,3.870,24.000,C,Estoril,29116,,3,,,,,3.870,,,,,,,,,,,3.870,,,,,,,,,,,3.870,,,,,,,,,,,3.870,,,,,,,,,,,3.870,,,,,,,,,,,3.870,27.000,F,LOSC Lille,40314,10,1,,,,,3.870,,,,,,,,,,,3.870,,,,,,,,,,,3.870,,,,,,,,,,,3.870,,,,,,,,,,
09/03/2023,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,Oitavos de final,C,Arsenal,36006,,1,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,Oitavos de final,C,Friburgo,37474,,3,,,,,3.890,Oitavos de final,C,Betis,72998,,3,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,Oitavos de final,C,Real Sociedad,61608,,3,,,,,3.890,,,,,,,,,,
08/03/2023,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,Oitavos de final,F,Tottenham,61602,,1,,,,
07/03/2023,3.900,Oitavos de final,C,Club Brugge,61018,,3,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,Oitavos de final,F,Chelsea,39392,,0,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,
06/03/2023,3.870,,,,,,,,,,,3.870,,,,,,,,,,,3.870,,,,,,,,,,,3.870,,,,,,,,,,,3.870,,,,,,,,,,,3.870,,,,,,,,,,,3.870,,,,,,,,,,,3.870,,,,,,,,,,,3.870,,,,,,,,,,,3.870,,,,,,,,,,,3.870,,,,,,,,,,,3.870,,,,,,,,,,
05/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.000,C,NEC Nijmegen,53094,2,3,,,,,,,,,,,,,,,,,25.000,F,AS Roma,64213,,0,,,,,,26.000,F,Liverpool,53001,3,0,,,,,,26.000,C,FC Lorient,38568,9,1,,,,,,20.000,C,Odense,24706,,3,,,,,,23.000,C,Rio Ave,9456,3,3,,,,,,25.000,C,Juventus,64213,5,3,,,,,,,,,,,,,,,
04/03/2023,,,,,,,,,,,,,23.000,F,Chaves,5568,,3,,,,,,23.000,F,Portimonense,4474,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.000,F,Fiorentina,40410,3,0,,,,
03/03/2023,3.860,23.000,C,Famalicão,56900,1,3,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,,3.860,23.000,C,Leipzig,81365,2,3,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,
02/03/2023,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,Quartos de final,F,De Graafschap,12500,,3,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,,3.890,,,,,,,,,,
01/03/2023,3.830,,,,,,,,,,,3.830,,,,,,,,,,,3.830,,,,,,,,,,,3.830,,,,,,,,,,,3.830,,,,,,,,,,,3.830,,,,,,,,,,,3.830,5ª eliminatória,C,West Ham,72571,,3,,,,,3.830,,,,,,,,,,,3.830,Quartos de final,C,Vejle BK,17433,,3,,,,,3.830,,,,,,,,,,,3.830,,,,,,,,,,,3.830,,,,,,,1,"€470,000",,
28/02/2023,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,24.000,C,Torino,37806,,3,,,,,3.900,,,,,,,,,,,3.900,Quartos de final,C,Grenoble,34017,,3,,,,,3.900,,,,,,,,,,,3.900,,,,,,,,,,,3.900,24.000,F,Cremonese,11367,3,0,,,,,3.900,,,,,,,,,,
27/02/2023,3.860,,,,,,,,,,,3.860,,,,,,,,,,,3.860,22.000,C,Estoril,22313,4,3,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,,3.860,22.000,F,Vitória SC,19072,3,0,,,,,3.860,,,,,,,,,,,3.860,,,,,,,,,,
26/02/2023,,,,,,,,,,,,,22.000,C,Gil Vicente,35509,,0,,,,,,,,,,,,,,,,,23.000,F,Vitesse,20453,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Final,C,Newcastle,87306,,3,,,,,,,,,,,,,,,,,19.000,C,Aalborg BK,31633,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.000,C,Atalanta BC,72203,4,3,,,,
25/02/2023,,22.000,F,Vizela,5872,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.000,F,Hoffenheim,30150,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.000,F,Angers SCO,12031,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2023,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,,3.850,,,,,,,,,,
